EventID,PhotoID,EventPhotoRank,RandomValue
25,12473,1000,"0.919589,12473"
25,14409,1000,"-0.999117,14409"
26,53,2,"0.741656,53"
26,14946,1000,"-0.00173428,14946"
26,1125,1000,"-0.0121114,1125"
26,14396,1000,"-0.0739327,14396"
26,7672,1000,"-0.0852854,7672"
26,4086,1000,"-0.218151,4086"
26,999,1000,"0.331111,999"
26,1124,1000,"0.351624,1124"
26,14947,1000,"-0.364551,14947"
26,23581,1000,"-0.370949,23581"
26,4355,1000,"0.389343,4355"
26,870,1000,"0.436226,870"
26,7673,1000,"-0.441084,7673"
26,17062,1000,"-0.498255,17062"
26,306,1000,"0.527975,306"
26,5728,1000,"-0.578901,5728"
26,14398,1000,"0.620071,14398"
26,983,1000,"0.627234,983"
26,4350,1000,"0.773655,4350"
26,23402,1000,"0.777196,23402"
26,4088,1000,"-0.820767,4088"
26,14089,1000,"-0.842351,14089"
26,1187,1000,"0.866829,1187"
26,688,1000,"-0.875164,688"
26,3979,1000,"0.968472,3979"
26,1096,1000,"-0.972141,1096"
26,1028,1000,"-0.993623,1028"
27,3967,1000,"-0.00361325,3967"
27,3434,1000,"-0.0412087,3434"
27,59,1000,"0.0774778,59"
27,7672,1000,"-0.0852854,7672"
27,4119,1000,"0.089576,4119"
27,770,1000,"-0.10583,770"
27,68,1000,"0.123289,68"
27,7350,1000,"0.129941,7350"
27,524,1000,"-0.155689,524"
27,5599,1000,"-0.170662,5599"
27,4086,1000,"-0.218151,4086"
27,4034,1000,"0.24178,4034"
27,67,1000,"-0.245285,67"
27,769,1000,"0.262284,769"
27,7671,1000,"0.282144,7671"
27,60,1000,"-0.28965,60"
27,845,1000,"-0.307004,845"
27,19445,1000,"0.315739,19445"
27,14820,1000,"0.321301,14820"
27,1124,1000,"0.351624,1124"
27,295,1000,"0.378132,295"
27,3985,1000,"-0.394874,3985"
27,58,1000,"0.43404,58"
27,7673,1000,"-0.441084,7673"
27,69,1000,"0.475049,69"
27,16763,1000,"-0.544929,16763"
27,5728,1000,"-0.578901,5728"
27,768,1000,"0.59463,768"
27,61,1000,"-0.617278,61"
27,14398,1000,"0.620071,14398"
27,983,1000,"0.627234,983"
27,844,1000,"-0.63148,844"
27,531,1000,"0.642687,531"
27,294,1000,"0.688337,294"
27,1089,1000,"0.712127,1089"
27,19448,1000,"-0.712472,19448"
27,776,1000,"-0.722259,776"
27,70,1000,"0.762027,70"
27,539,1000,"-0.763205,539"
27,4350,1000,"0.773655,4350"
27,23402,1000,"0.777196,23402"
27,522,1000,"-0.782804,522"
27,4088,1000,"-0.820767,4088"
27,3902,1000,"-0.838356,3902"
27,4232,1000,"0.862253,4232"
27,7590,1000,"-0.864993,7590"
27,843,1000,"-0.86984,843"
27,3936,1000,"-0.870424,3936"
27,299,1000,"-0.890248,299"
27,96,1000,"-0.890524,96"
27,293,1000,"0.904673,293"
27,792,1000,"-0.911772,792"
27,775,1000,"-0.924026,775"
27,3505,1000,"0.930814,3505"
27,54,1000,"0.934536,54"
27,773,1000,"-0.939195,773"
27,71,1000,"0.945085,71"
27,707,1000,"-0.964113,707"
27,3979,1000,"0.968472,3979"
27,1095,1000,"-0.990926,1095"
27,1028,1000,"-0.993623,1028"
27,3455,1000,"0.995448,3455"
27,292,1000,"0.997636,292"
27,72,1000,"0.99926,72"
27,478,1000,"0.999306,478"
27,774,1000,"-0.999782,774"
27,55,1000,"0.999971,55"
28,1641,1000,"0.0260416,1641"
28,1049,1000,"0.0587326,1049"
28,59,1000,"0.0774778,59"
28,7672,1000,"-0.0852854,7672"
28,4119,1000,"0.089576,4119"
28,14472,1000,"0.120362,14472"
28,7350,1000,"0.129941,7350"
28,14032,1000,"0.180252,14032"
28,9770,1000,"-0.201532,9770"
28,14015,1000,"0.210556,14015"
28,4086,1000,"-0.218151,4086"
28,7351,1000,"-0.238778,7351"
28,4034,1000,"0.24178,4034"
28,14473,1000,"-0.248142,14473"
28,9195,1000,"-0.2634,9195"
28,7671,1000,"0.282144,7671"
28,60,1000,"-0.28965,60"
28,845,1000,"-0.307004,845"
28,4653,1000,"0.320781,4653"
28,3029,1000,"0.325377,3029"
28,2156,1000,"0.325404,2156"
28,1640,1000,"-0.338547,1640"
28,3968,1000,"-0.366301,3968"
28,14522,1000,"0.388837,14522"
28,58,1000,"0.43404,58"
28,7673,1000,"-0.441084,7673"
28,6960,1000,"0.45254,6960"
28,14017,1000,"-0.506129,14017"
28,6613,1000,"-0.519233,6613"
28,14031,1000,"0.524953,14031"
28,14034,1000,"-0.532534,14034"
28,14014,1000,"0.550998,14014"
28,83,1000,"-0.554972,83"
28,7352,1000,"-0.574934,7352"
28,14474,1000,"-0.582807,14474"
28,61,1000,"-0.617278,61"
28,844,1000,"-0.63148,844"
28,2155,1000,"0.6464,2155"
28,3986,1000,"-0.701391,3986"
28,7674,1000,"-0.736731,7674"
28,6959,1000,"0.745329,6959"
28,9192,1000,"0.749764,9192"
28,5957,1000,"0.75051,5957"
28,7864,1000,"-0.757327,7864"
28,522,1000,"-0.782804,522"
28,14018,1000,"-0.784635,14018"
28,9772,1000,"-0.810939,9772"
28,14013,1000,"0.8163,14013"
28,4088,1000,"-0.820767,4088"
28,8295,1000,"0.841353,8295"
28,7573,1000,"-0.849077,7573"
28,843,1000,"-0.86984,843"
28,3936,1000,"-0.870424,3936"
28,2856,1000,"-0.88748,2856"
28,14520,1000,"0.909551,14520"
28,792,1000,"-0.911772,792"
28,5960,1000,"0.924037,5960"
28,54,1000,"0.934536,54"
28,5958,1000,"0.939185,5958"
28,14518,1000,"0.951031,14518"
28,6797,1000,"-0.968788,6797"
28,6061,1000,"0.978801,6061"
28,7574,1000,"-0.98291,7574"
28,3405,1000,"0.983254,3405"
28,3591,1000,"0.988507,3591"
28,1095,1000,"-0.990926,1095"
28,14011,1000,"0.991945,14011"
28,14519,1000,"0.998366,14519"
28,478,1000,"0.999306,478"
28,9190,1000,"0.999805,9190"
28,55,1000,"0.999971,55"
29,12536,1000,"0.23875,12536"
30,,,
31,4796,1000,"-0.0320804,4796"
31,12662,1000,"0.084191,12662"
31,3426,1000,"-0.12868,3426"
31,4804,1000,"-0.137733,4804"
31,3958,1000,"-0.196263,3958"
31,4788,1000,"0.200966,4788"
31,23573,1000,"0.208238,23573"
31,4027,1000,"0.293107,4027"
31,4795,1000,"0.332856,4795"
31,3264,1000,"-0.343112,3264"
31,4778,1000,"0.361831,4778"
31,18102,1000,"0.37017,18102"
31,4803,1000,"-0.487818,4803"
31,4786,1000,"-0.514556,4786"
31,4789,1000,"0.542794,4789"
31,4087,1000,"-0.557471,4087"
31,4781,1000,"-0.67725,4781"
31,4798,1000,"-0.699659,4798"
31,6938,1000,"0.706115,6938"
31,12474,1000,"0.714295,12474"
31,14707,1000,"0.718952,14707"
31,57,1000,"0.731411,57"
31,4802,1000,"-0.771379,4802"
31,4790,1000,"0.810601,4790"
31,4215,1000,"0.846193,4215"
31,1077,1000,"-0.859177,1077"
31,23458,1000,"-0.872154,23458"
31,4793,1000,"0.882976,4793"
31,4782,1000,"-0.898102,4782"
31,56,1000,"0.929039,56"
31,11642,1000,"0.933213,11642"
31,1570,1000,"-0.936253,1570"
31,215,1000,"-0.967412,215"
31,4791,1000,"0.967864,4791"
31,24330,1000,"0.975947,24330"
32,56,3,"0.929039,56"
32,12553,1000,"0.268638,12553"
32,3782,1000,"-0.395432,3782"
32,3957,1000,"-0.538758,3957"
32,57,1000,"0.731411,57"
33,12816,1000,"-0.535613,12816"
34,19869,1000,"-0.079783,19869"
34,355,1000,"-0.0937785,355"
34,7756,1000,"0.131145,7756"
34,15563,1000,"-0.169522,15563"
34,15564,1000,"0.19972,15564"
34,356,1000,"0.273952,356"
34,15505,1000,"-0.275036,15505"
34,17068,1000,"-0.381582,17068"
34,354,1000,"-0.448721,354"
34,7783,1000,"0.454627,7783"
34,22323,1000,"-0.457251,22323"
34,7958,1000,"0.482536,7958"
34,15565,1000,"0.541726,15565"
34,66,1000,"-0.580409,66"
34,357,1000,"0.604324,357"
34,3639,1000,"0.644987,3639"
34,18120,1000,"0.704352,18120"
34,353,1000,"-0.74247,353"
34,3491,1000,"0.758892,3491"
34,22544,1000,"-0.768576,22544"
34,15561,1000,"-0.791451,15561"
34,65,1000,"-0.836381,65"
34,17537,1000,"-0.849687,17537"
34,62,1000,"-0.860726,62"
34,352,1000,"-0.934967,352"
34,976,1000,"-0.938986,976"
34,19830,1000,"0.964244,19830"
34,64,1000,"-0.978294,64"
34,452,1000,"-0.981087,452"
34,63,1000,"-0.986796,63"
34,918,1000,"0.995217,918"
34,4690,1000,"0.997676,4690"
34,8784,1000,"0.999828,8784"
34,351,1000,"-0.999961,351"
35,24504,1000,"-0.00410452,24504"
35,14396,1000,"-0.0739327,14396"
35,14701,1000,"0.110571,14701"
35,68,1000,"0.123289,68"
35,1100,1000,"0.15089,1100"
35,67,1000,"-0.245285,67"
35,21333,1000,"0.332147,21333"
35,21849,1000,"-0.345256,21849"
35,23065,1000,"0.383852,23065"
35,14296,1000,"0.464818,14296"
35,69,1000,"0.475049,69"
35,24739,1000,"0.626874,24739"
35,3935,1000,"-0.632398,3935"
35,70,1000,"0.762027,70"
35,9637,1000,"-0.877184,9637"
35,71,1000,"0.945085,71"
35,24509,1000,"-0.958132,24509"
35,24499,1000,"0.96045,24499"
35,707,1000,"-0.964113,707"
35,910,1000,"-0.964274,910"
35,5968,1000,"-0.975453,5968"
35,766,1000,"0.981785,766"
35,21988,1000,"-0.989768,21988"
35,9681,1000,"0.991096,9681"
35,3455,1000,"0.995448,3455"
35,21345,1000,"-0.996542,21345"
35,8547,1000,"0.996824,8547"
35,72,1000,"0.99926,72"
35,17234,1000,"-0.999997,17234"
36,76,1000,"0.0466378,76"
36,4720,1000,"0.0786593,4720"
36,77,1000,"-0.319083,77"
36,75,1000,"0.405999,75"
36,771,1000,"-0.459511,771"
36,78,1000,"-0.64129,78"
36,23398,1000,"0.693061,23398"
36,74,1000,"0.709993,74"
36,772,1000,"-0.750529,772"
36,73,1000,"0.917164,73"
37,15222,1000,"-0.916714,15222"
38,2210,1000,"-0.767873,2210"
38,1635,1000,"-0.807048,1635"
39,3258,1000,"-0.53361,3258"
40,,,
41,,,
42,12945,1000,"0.976616,12945"
43,12816,1000,"-0.535613,12816"
44,13305,1000,"0.0243079,13305"
44,3012,1000,"0.296007,3012"
44,2860,1000,"0.383718,2860"
44,18094,1000,"-0.522219,18094"
44,2849,1000,"0.522835,2849"
44,13625,1000,"0.523919,13625"
44,2852,1000,"-0.534636,2852"
44,3424,1000,"0.575975,3424"
44,12681,1000,"-0.636108,12681"
44,2713,1000,"0.715528,2713"
44,2896,1000,"0.931478,2896"
44,2441,1000,"0.96133,2441"
44,13216,1000,"0.995615,13216"
45,2055,1000,"0.144915,2055"
45,12816,1000,"-0.535613,12816"
45,3407,1000,"0.600956,3407"
45,15222,1000,"-0.916714,15222"
45,2390,1000,"0.982696,2390"
46,22829,1000,"0.0836438,22829"
46,22830,1000,"-0.283724,22830"
46,15430,1000,"0.64169,15430"
46,919,1000,"0.891901,919"
46,24746,1000,"-0.938827,24746"
46,80,1000,"-0.991329,80"
46,24618,1000,"0.997831,24618"
47,9227,1000,"0.402721,9227"
47,21384,1000,"0.418035,21384"
47,9636,1000,"-0.643107,9636"
47,81,1000,"-0.971425,81"
48,922,2,"-0.0127184,922"
48,296,1000,"0.0163602,296"
48,6699,1000,"-0.0200308,6699"
48,2918,1000,"0.0551252,2918"
48,1193,1000,"-0.135299,1193"
48,23404,1000,"0.146832,23404"
48,16468,1000,"0.187412,16468"
48,7722,1000,"0.192123,7722"
48,525,1000,"0.213437,525"
48,84,1000,"-0.215216,84"
48,23405,1000,"-0.222183,23405"
48,2792,1000,"0.26694,2792"
48,21382,1000,"-0.306536,21382"
48,13854,1000,"-0.31456,13854"
48,23505,1000,"0.327235,23505"
48,21365,1000,"-0.335799,21365"
48,297,1000,"-0.347643,297"
48,23507,1000,"-0.398112,23507"
48,12145,1000,"-0.452566,12145"
48,23403,1000,"0.495822,23403"
48,24607,1000,"-0.531971,24607"
48,7721,1000,"0.535198,7721"
48,12796,1000,"0.547955,12796"
48,526,1000,"0.553456,526"
48,3588,1000,"0.571476,3588"
48,2793,1000,"0.598504,2793"
48,23504,1000,"0.647876,23504"
48,23500,1000,"0.814074,23500"
48,527,1000,"0.818,527"
48,23407,1000,"-0.823121,23407"
48,7243,1000,"0.824203,7243"
48,8901,1000,"0.855098,8901"
48,23503,1000,"0.880165,23503"
48,15135,1000,"-0.884059,15135"
48,17032,1000,"-0.930634,17032"
48,834,1000,"0.950871,834"
48,23401,1000,"0.952583,23401"
48,8252,1000,"-0.952925,8252"
48,15137,1000,"-0.96728,15137"
48,23501,1000,"0.969345,23501"
48,23409,1000,"-0.990366,23409"
48,2762,1000,"0.99241,2762"
48,23502,1000,"0.992424,23502"
48,15136,1000,"-0.993406,15136"
48,12210,1000,"-0.9939,12210"
48,6179,1000,"0.998691,6179"
48,977,1000,"-0.999794,977"
48,17031,1000,"-0.999995,17031"
49,,1000,
49,13195,1000,"-0.0394469,13195"
49,21620,1000,"0.120764,21620"
49,85,1000,"0.15389,85"
49,2132,1000,"0.178375,2132"
49,5362,1000,"-0.230601,5362"
49,23913,1000,"-0.396998,23913"
49,86,1000,"0.50201,86"
49,91,1000,"0.687897,91"
49,2861,1000,"0.692707,2861"
49,14411,1000,"-0.707485,14411"
49,979,1000,"-0.722679,979"
49,14639,1000,"0.79916,14639"
49,11890,1000,"-0.803501,11890"
49,13333,1000,"0.813755,13333"
49,90,1000,"0.904414,90"
49,12473,1000,"0.919589,12473"
49,3287,1000,"0.943295,3287"
49,858,1000,"-0.980851,858"
49,89,1000,"0.997595,89"
50,,1000,
50,,1000,
50,,1000,
50,,1000,
50,,1000,
50,10480,1000,"-0.0150884,10480"
50,186,1000,"-0.0315026,186"
50,11258,1000,"0.049121,11258"
50,8061,1000,"-0.053249,8061"
50,558,1000,"-0.0943829,558"
50,2791,1000,"-0.101028,2791"
50,7892,1000,"-0.115425,7892"
50,8069,1000,"-0.116717,8069"
50,7909,1000,"-0.146059,7909"
50,10488,1000,"-0.154547,10488"
50,19201,1000,"0.158572,19201"
50,10472,1000,"0.184288,10472"
50,1209,1000,"0.203372,1209"
50,10860,1000,"-0.216458,10860"
50,7891,1000,"0.252956,7891"
50,8060,1000,"0.312803,8060"
50,2249,1000,"-0.34026,2249"
50,10479,1000,"0.348835,10479"
50,92,1000,"0.37757,92"
50,1403,1000,"-0.395458,1403"
50,8984,1000,"0.423595,8984"
50,8068,1000,"-0.469214,8068"
50,6878,1000,"-0.470745,6878"
50,1803,1000,"-0.484079,1803"
50,1397,1000,"-0.485141,1397"
50,7910,1000,"-0.495144,7910"
50,10487,1000,"-0.502585,10487"
50,19202,1000,"0.506104,19202"
50,10473,1000,"0.528442,10473"
50,10490,1000,"0.554419,10490"
50,7907,1000,"0.561543,7907"
50,7890,1000,"0.58684,7890"
50,8076,1000,"0.612057,8076"
50,7902,1000,"0.635193,7902"
50,8059,1000,"0.636197,8059"
50,7090,1000,"0.637067,7090"
50,6887,1000,"0.637534,6887"
50,10482,1000,"-0.687414,10482"
50,10867,1000,"0.68882,10867"
50,7915,1000,"-0.693624,7915"
50,24337,1000,"-0.723837,24337"
50,22324,1000,"-0.748845,22324"
50,8067,1000,"-0.757723,8067"
50,180,1000,"-0.771747,180"
50,7911,1000,"-0.776705,7911"
50,10486,1000,"-0.782084,10486"
50,19203,1000,"0.784617,19203"
50,10474,1000,"0.800531,10474"
50,10491,1000,"0.818664,10491"
50,6079,1000,"0.820453,6079"
50,7906,1000,"0.823565,7906"
50,7886,1000,"0.856667,7886"
50,7903,1000,"0.872197,7903"
50,8058,1000,"0.872832,8058"
50,10900,1000,"0.876948,10900"
50,7914,1000,"-0.907765,7914"
50,183,1000,"-0.911023,183"
50,883,1000,"0.944288,883"
50,181,1000,"-0.949927,181"
50,7912,1000,"-0.952345,7912"
50,10485,1000,"-0.954929,10485"
50,521,1000,"-0.955271,521"
50,10781,1000,"0.959657,10781"
50,10475,1000,"0.96345,10475"
50,7905,1000,"0.973275,7905"
50,7888,1000,"0.979905,7888"
50,7887,1000,"0.985482,7887"
50,23349,1000,"0.988021,23349"
50,8057,1000,"0.990438,8057"
50,10476,1000,"0.994982,10476"
50,520,1000,"-0.997467,520"
50,182,1000,"-0.998563,182"
51,,1000,
51,1421,1000,"-0.00424922,1421"
51,21865,1000,"-0.0119957,21865"
51,6183,1000,"0.0339584,6183"
51,9634,1000,"0.04427,9634"
51,14997,1000,"-0.0942964,14997"
51,14405,1000,"-0.126816,14405"
51,3679,1000,"0.149719,3679"
51,3680,1000,"-0.219335,3680"
51,1657,1000,"-0.309314,1657"
51,6184,1000,"-0.331084,6184"
51,94,1000,"-0.348212,94"
51,21367,1000,"0.389769,21367"
51,14406,1000,"-0.478175,14406"
51,3678,1000,"0.498355,3678"
51,5897,1000,"-0.526919,5897"
51,14990,1000,"0.594072,14990"
51,5902,1000,"-0.666524,5902"
51,14999,1000,"-0.742818,14999"
51,21329,1000,"-0.911571,21329"
51,1147,1000,"-0.946269,1147"
51,21378,1000,"-0.974476,21378"
51,5917,1000,"-0.991649,5917"
51,1146,1000,"-0.999113,1146"
51,21497,1000,"-0.999949,21497"
52,770,1000,"-0.10583,770"
52,21324,1000,"-0.136988,21324"
52,5599,1000,"-0.170662,5599"
52,769,1000,"0.262284,769"
52,9083,1000,"-0.471892,9083"
52,768,1000,"0.59463,768"
52,7306,1000,"-0.692311,7306"
52,776,1000,"-0.722259,776"
52,539,1000,"-0.763205,539"
52,9239,1000,"0.7839,9239"
52,96,1000,"-0.890524,96"
52,9242,1000,"0.902879,9242"
52,775,1000,"-0.924026,775"
52,773,1000,"-0.939195,773"
52,9766,1000,"0.958799,9766"
52,765,1000,"0.983797,765"
52,21988,1000,"-0.989768,21988"
52,9241,1000,"0.99734,9241"
52,21370,1000,"0.998423,21370"
52,774,1000,"-0.999782,774"
53,4694,3,"0.152719,4694"
53,,1000,
53,406,1000,"-0.00121407,406"
53,7731,1000,"0.00783347,7731"
53,5777,1000,"0.032745,5777"
53,7951,1000,"0.0381181,7951"
53,15022,1000,"-0.0449054,15022"
53,18634,1000,"-0.052585,18634"
53,4136,1000,"0.0587615,4136"
53,11554,1000,"-0.0654549,11554"
53,1971,1000,"-0.0714244,1971"
53,144,1000,"-0.0768726,144"
53,15090,1000,"0.0786016,15090"
53,152,1000,"-0.0931741,152"
53,5540,1000,"0.0938073,5540"
53,4128,1000,"0.111232,4128"
53,1759,1000,"-0.128709,1759"
53,431,1000,"0.140109,431"
53,8721,1000,"-0.143657,8721"
53,7849,1000,"-0.146746,7849"
53,414,1000,"0.170633,414"
53,1429,1000,"0.173623,1429"
53,16875,1000,"-0.180678,16875"
53,618,1000,"-0.19802,618"
53,397,1000,"0.200994,397"
53,287,1000,"-0.215809,287"
53,6893,1000,"0.219984,6893"
53,1650,1000,"-0.225254,1650"
53,15123,1000,"-0.228885,15123"
53,1192,1000,"0.233525,1192"
53,3790,1000,"0.234088,3790"
53,136,1000,"0.244696,136"
53,5252,1000,"0.245313,5252"
53,15082,1000,"-0.246378,15082"
53,4127,1000,"-0.257036,4127"
53,14700,1000,"-0.257679,14700"
53,5142,1000,"-0.259968,5142"
53,6556,1000,"-0.271004,6556"
53,4220,1000,"0.272228,4220"
53,4120,1000,"-0.278009,4120"
53,1684,1000,"-0.284999,1684"
53,143,1000,"0.290231,143"
53,16510,1000,"-0.292637,16510"
53,170,1000,"0.304114,170"
53,4746,1000,"-0.305821,4746"
53,15023,1000,"0.320726,15023"
53,7950,1000,"-0.327153,7950"
53,14962,1000,"0.332338,14962"
53,407,1000,"0.361804,407"
53,405,1000,"-0.364067,405"
53,4171,1000,"-0.365736,4171"
53,7732,1000,"0.370224,7732"
53,9244,1000,"0.374249,9244"
53,3672,1000,"0.381475,3672"
53,7842,1000,"-0.384252,7842"
53,4152,1000,"0.388784,4152"
53,15021,1000,"-0.404413,15021"
53,4135,1000,"0.417064,4135"
53,847,1000,"0.417589,847"
53,15114,1000,"0.418771,15114"
53,4205,1000,"-0.422521,4205"
53,145,1000,"-0.433493,145"
53,15091,1000,"0.435055,15091"
53,151,1000,"-0.448178,151"
53,19574,1000,"0.450786,19574"
53,13780,1000,"-0.452437,13780"
53,4129,1000,"0.464331,4129"
53,475,1000,"0.473981,475"
53,134,1000,"-0.475583,134"
53,9627,1000,"0.477134,9627"
53,4755,1000,"0.489886,4755"
53,7848,1000,"-0.495747,7848"
53,4693,1000,"0.500984,4693"
53,399,1000,"-0.514531,399"
53,413,1000,"0.516612,413"
53,14234,1000,"0.525469,14234"
53,103,1000,"0.528491,103"
53,14237,1000,"-0.53202,14237"
53,416,1000,"-0.540778,416"
53,19642,1000,"0.557398,19642"
53,1651,1000,"-0.563503,1651"
53,4143,1000,"-0.565031,4143"
53,15122,1000,"-0.56658,15122"
53,3791,1000,"0.570978,3791"
53,472,1000,"-0.581397,472"
53,3495,1000,"-0.584333,3495"
53,23533,1000,"0.598412,23533"
53,13777,1000,"0.601002,13777"
53,11539,1000,"0.602341,11539"
53,3906,1000,"-0.614431,3906"
53,142,1000,"0.617755,142"
53,9822,1000,"-0.618664,9822"
53,8714,1000,"0.633316,8714"
53,4498,1000,"-0.639914,4498"
53,15024,1000,"0.64262,15024"
53,17913,1000,"-0.646929,17913"
53,14242,1000,"-0.66203,14242"
53,408,1000,"0.675483,408"
53,404,1000,"-0.677271,404"
53,8342,1000,"0.680794,8342"
53,8025,1000,"0.682634,8025"
53,14428,1000,"-0.685312,14428"
53,6900,1000,"-0.691434,6900"
53,7953,1000,"0.703962,7953"
53,15020,1000,"-0.708771,15020"
53,4134,1000,"0.71849,4134"
53,848,1000,"0.718892,848"
53,4743,1000,"0.719756,4743"
53,15113,1000,"0.719796,15113"
53,6955,1000,"0.727655,6955"
53,146,1000,"-0.730997,146"
53,15092,1000,"0.73218,15092"
53,7475,1000,"-0.735968,7475"
53,4223,1000,"-0.743669,4223"
53,1165,1000,"-0.744094,1165"
53,4130,1000,"0.754109,4130"
53,133,1000,"-0.762419,133"
53,4147,1000,"0.77404,4147"
53,400,1000,"-0.790655,400"
53,412,1000,"0.792139,412"
53,14441,1000,"-0.802691,14441"
53,1432,1000,"-0.807407,1432"
53,16378,1000,"0.808429,16378"
53,1300,1000,"-0.82113,1300"
53,15121,1000,"-0.827009,15121"
53,138,1000,"0.836048,138"
53,4308,1000,"-0.837694,4308"
53,141,1000,"0.861035,141"
53,4638,1000,"0.861637,4638"
53,375,1000,"0.868037,375"
53,8715,1000,"0.871006,8715"
53,7855,1000,"0.872536,7855"
53,2109,1000,"-0.8731,2109"
53,3482,1000,"-0.873706,3482"
53,1297,1000,"-0.874281,1297"
53,15025,1000,"0.876879,15025"
53,14619,1000,"0.877462,14619"
53,5780,1000,"-0.882664,5780"
53,14241,1000,"-0.888901,14241"
53,409,1000,"0.897045,409"
53,403,1000,"-0.898115,403"
53,4173,1000,"-0.898902,4173"
53,7734,1000,"0.901006,7734"
53,8024,1000,"0.901307,8024"
53,13818,1000,"-0.902107,13818"
53,519,1000,"-0.903636,519"
53,113,1000,"-0.904155,113"
53,7844,1000,"-0.907474,7844"
53,7954,1000,"0.913733,7954"
53,13801,1000,"-0.915008,13801"
53,4133,1000,"0.921935,4133"
53,1974,1000,"-0.926776,1974"
53,149,1000,"-0.934752,149"
53,1164,1000,"-0.935826,1164"
53,4209,1000,"-0.938996,4209"
53,851,1000,"0.940852,851"
53,4131,1000,"0.941047,4131"
53,13689,1000,"0.941846,13689"
53,7051,1000,"-0.941885,7051"
53,1756,1000,"-0.946856,1756"
53,13596,1000,"-0.947023,13596"
53,11566,1000,"-0.948955,11566"
53,7846,1000,"-0.952557,7846"
53,19637,1000,"-0.953859,19637"
53,4691,1000,"0.954378,4691"
53,14545,1000,"-0.958462,14545"
53,401,1000,"-0.958955,401"
53,411,1000,"0.959641,411"
53,105,1000,"0.963466,105"
53,4182,1000,"0.968321,4182"
53,122,1000,"0.971281,122"
53,8717,1000,"0.973829,8717"
53,139,1000,"0.978168,139"
53,4309,1000,"-0.978789,4309"
