EventID,FixedRandomValue,EventPhotoRank
26,"7.40083-0.318182,23581",1000
26,"7.400830.332177,4350",1000
26,"7.400830.334229,1096",1000
26,"7.40083-0.382171,306",1000
26,"7.400830.603988,1187",1000
26,"7.40083-0.644971,4088",1000
26,"7.40083-0.676649,14946",1000
26,"7.400830.681569,14396",1000
26,"7.400830.686079,7672",1000
26,"7.40083-0.840382,14398",1000
26,"7.400830.843107,1124",1000
26,"7.400830.86588,4086",1000
26,"7.40083-0.902525,14089",1000
26,"7.40083-0.942739,688",1000
26,"7.400830.955206,17062",1000
26,"7.40083-0.986519,5728",1000
26,"7.40083-0.990694,983",1000
26,"7.400830.998246,7673",1000
26,"7.40083-0.999992,4355",1000
27,"7.40083-0.0691467,54",1000
27,"7.40083-0.0787823,1028",1000
27,"7.400830.0854622,478",1000
27,"7.400830.0921384,72",1000
27,"7.400830.0962113,61",1000
27,"7.40083-0.117588,7671",1000
27,"7.40083-0.117675,773",1000
27,"7.40083-0.128041,3505",1000
27,"7.400830.174329,1089",1000
27,"7.40083-0.180925,539",1000
27,"7.400830.190761,3936",1000
27,"7.400830.202113,295",1000
27,"7.40083-0.208672,845",1000
27,"7.40083-0.234053,769",1000
27,"7.400830.258938,68",1000
27,"7.400830.306358,3979",1000
27,"7.400830.314056,23402",1000
27,"7.400830.332177,4350",1000
27,"7.40083-0.391081,776",1000
27,"7.40083-0.40171,3455",1000
27,"7.400830.410857,58",1000
27,"7.40083-0.462682,4119",1000
27,"7.400830.469153,19448",1000
27,"7.40083-0.529242,299",1000
27,"7.40083-0.574525,69",1000
27,"7.400830.590585,4034",1000
27,"7.400830.595351,770",1000
27,"7.400830.616058,844",1000
27,"7.40083-0.620164,522",1000
27,"7.40083-0.621324,294",1000
27,"7.40083-0.644971,4088",1000
27,"7.40083-0.653841,16763",1000
27,"7.40083-0.661839,292",1000
27,"7.40083-0.662947,524",1000
27,"7.400830.686079,7672",1000
27,"7.40083-0.704471,71",1000
27,"7.40083-0.774246,4232",1000
27,"7.40083-0.777267,531",1000
27,"7.400830.786223,14820",1000
27,"7.40083-0.789547,3434",1000
27,"7.400830.798122,96",1000
27,"7.40083-0.809411,55",1000
27,"7.400830.825059,60",1000
27,"7.40083-0.837064,774",1000
27,"7.40083-0.840382,14398",1000
27,"7.400830.843107,1124",1000
27,"7.40083-0.845812,19445",1000
27,"7.400830.848863,707",1000
27,"7.400830.84946,792",1000
27,"7.400830.86588,4086",1000
27,"7.400830.868826,7350",1000
27,"7.40083-0.895783,768",1000
27,"7.400830.906901,67",1000
27,"7.400830.937276,1095",1000
27,"7.40083-0.956789,775",1000
27,"7.400830.962843,59",1000
27,"7.40083-0.975533,7590",1000
27,"7.400830.975914,3985",1000
27,"7.40083-0.980686,3967",1000
27,"7.40083-0.981261,5599",1000
27,"7.40083-0.986519,5728",1000
27,"7.40083-0.990694,983",1000
27,"7.40083-0.996404,70",1000
27,"7.40083-0.998142,3902",1000
27,"7.400830.998246,7673",1000
27,"7.400830.999452,843",1000
27,"7.40083-0.999651,293",1000
28,"7.40083-0.0415958,5960",1000
28,"7.400830.0675831,7574",1000
28,"7.400830.0686248,14519",1000
28,"7.40083-0.0691467,54",1000
28,"7.400830.0854622,478",1000
28,"7.400830.0962113,61",1000
28,"7.400830.110237,3591",1000
28,"7.40083-0.117588,7671",1000
28,"7.400830.177928,7351",1000
28,"7.400830.18144,14034",1000
28,"7.400830.190761,3936",1000
28,"7.40083-0.208672,845",1000
28,"7.40083-0.25633,9195",1000
28,"7.40083-0.257593,9192",1000
28,"7.400830.259359,6061",1000
28,"7.40083-0.277219,83",1000
28,"7.40083-0.298808,14472",1000
28,"7.40083-0.326094,6959",1000
28,"7.40083-0.384823,9770",1000
28,"7.400830.410857,58",1000
28,"7.400830.459051,3986",1000
28,"7.40083-0.460134,5957",1000
28,"7.40083-0.462682,4119",1000
28,"7.40083-0.479421,3968",1000
28,"7.400830.513943,6797",1000
28,"7.400830.51566,6960",1000
28,"7.400830.540056,14473",1000
28,"7.40083-0.544297,1049",1000
28,"7.40083-0.555058,14522",1000
28,"7.400830.590585,4034",1000
28,"7.400830.59528,7674",1000
28,"7.400830.616058,844",1000
28,"7.40083-0.620164,522",1000
28,"7.400830.628122,14013",1000
28,"7.40083-0.640436,7352",1000
28,"7.40083-0.642973,3405",1000
28,"7.40083-0.644971,4088",1000
28,"7.40083-0.645902,14031",1000
28,"7.400830.648357,1640",1000
28,"7.400830.655288,14015",1000
28,"7.40083-0.66516,2156",1000
28,"7.400830.686079,7672",1000
28,"7.40083-0.721016,14520",1000
28,"7.400830.808489,7573",1000
28,"7.400830.809103,14518",1000
28,"7.40083-0.809411,55",1000
28,"7.400830.825059,60",1000
28,"7.400830.84946,792",1000
28,"7.40083-0.859008,14017",1000
28,"7.400830.86588,4086",1000
28,"7.400830.868826,7350",1000
28,"7.40083-0.876602,14011",1000
28,"7.40083-0.887669,7864",1000
28,"7.40083-0.902112,6613",1000
28,"7.400830.924507,3029",1000
28,"7.400830.937276,1095",1000
28,"7.40083-0.943923,14018",1000
28,"7.400830.949145,4653",1000
28,"7.400830.962843,59",1000
28,"7.40083-0.976179,5958",1000
28,"7.400830.976349,9772",1000
28,"7.40083-0.987511,8295",1000
28,"7.400830.992029,14474",1000
28,"7.400830.996521,9190",1000
28,"7.400830.998246,7673",1000
28,"7.400830.999452,843",1000
28,"7.40083-0.999524,2155",1000
28,"7.400830.999843,14014",1000
28,"7.400830.999963,1641",1000
28,"7.40083-0.999986,14032",1000
28,"7.400830.999987,2856",1000
29,"7.40083-0.870031,12536",1000
30,,
31,"7.40083-0.00591893,3264",1000
31,"7.400830.018279,4781",1000
31,"7.40083-0.14675,4788",1000
31,"7.400830.163777,6938",1000
31,"7.400830.1721,4087",1000
31,"7.40083-0.184263,3958",1000
31,"7.40083-0.200322,3426",1000
31,"7.400830.274124,12474",1000
31,"7.40083-0.307766,4795",1000
31,"7.400830.385306,4803",1000
31,"7.40083-0.435463,57",1000
31,"7.40083-0.460366,4802",1000
31,"7.40083-0.512449,4778",1000
31,"7.400830.532119,4796",1000
31,"7.40083-0.562278,215",1000
31,"7.400830.61866,4791",1000
31,"7.400830.66438,4789",1000
31,"7.400830.703667,1570",1000
31,"7.400830.715504,4027",1000
31,"7.400830.724685,24330",1000
31,"7.400830.739683,4798",1000
31,"7.40083-0.764573,14707",1000
31,"7.40083-0.775511,18102",1000
31,"7.400830.778471,4782",1000
31,"7.40083-0.844182,23458",1000
31,"7.40083-0.858427,23573",1000
31,"7.40083-0.882361,4793",1000
31,"7.400830.907632,11642",1000
31,"7.400830.937973,12662",1000
31,"7.40083-0.945067,1077",1000
31,"7.40083-0.947849,4786",1000
31,"7.400830.954948,4804",1000
31,"7.40083-0.969822,56",1000
31,"7.400830.986319,4215",1000
31,"7.400830.999556,4790",1000
32,"1.73205-0.969822,56",3
32,"7.400830.202966,12553",1000
32,"7.400830.303955,3782",1000
32,"7.40083-0.435463,57",1000
32,"7.400830.635475,3957",1000
33,"7.40083-0.65634,12816",1000
34,"7.40083-0.106949,356",1000
34,"7.40083-0.124154,15565",1000
34,"7.40083-0.189478,22323",1000
34,"7.400830.228803,17068",1000
34,"7.40083-0.244533,352",1000
34,"7.400830.254984,65",1000
34,"7.40083-0.366026,7783",1000
34,"7.40083-0.443516,3491",1000
34,"7.400830.460597,15561",1000
34,"7.40083-0.577869,64",1000
34,"7.40083-0.583255,7958",1000
34,"7.400830.586644,353",1000
34,"7.400830.693829,355",1000
34,"7.40083-0.701561,62",1000
34,"7.40083-0.729108,452",1000
34,"7.40083-0.748522,15505",1000
34,"7.40083-0.753466,19869",1000
34,"7.400830.760743,18120",1000
34,"7.400830.825452,4690",1000
34,"7.40083-0.83111,357",1000
34,"7.400830.840523,3639",1000
34,"7.40083-0.840617,15564",1000
34,"7.40083-0.900529,351",1000
34,"7.400830.905169,66",1000
34,"7.40083-0.923241,918",1000
34,"7.40083-0.94271,7756",1000
34,"7.40083-0.954871,15563",1000
34,"7.40083-0.966063,8784",1000
34,"7.40083-0.967289,22544",1000
34,"7.400830.970413,19830",1000
34,"7.400830.991069,17537",1000
34,"7.40083-0.996743,63",1000
34,"7.400830.997555,354",1000
34,"7.40083-0.999579,976",1000
35,"7.400830.0134048,1100",1000
35,"7.400830.0921384,72",1000
35,"7.400830.178955,14296",1000
35,"7.400830.246559,21849",1000
35,"7.400830.258938,68",1000
35,"7.40083-0.279727,766",1000
35,"7.40083-0.355635,9681",1000
35,"7.400830.381044,9637",1000
35,"7.40083-0.386429,21345",1000
35,"7.40083-0.40171,3455",1000
35,"7.40083-0.451146,910",1000
35,"7.40083-0.574525,69",1000
35,"7.400830.618456,5968",1000
35,"7.400830.681569,14396",1000
35,"7.40083-0.704471,71",1000
35,"7.400830.712213,17234",1000
35,"7.400830.713493,21988",1000
35,"7.400830.848863,707",1000
35,"7.400830.875217,3935",1000
35,"7.40083-0.886463,8547",1000
35,"7.400830.895397,23065",1000
35,"7.400830.906901,67",1000
35,"7.40083-0.943058,14701",1000
35,"7.400830.993794,21333",1000
35,"7.40083-0.996404,70",1000
36,"7.400830.0347232,23398",1000
36,"7.40083-0.114389,4720",1000
36,"7.400830.414583,75",1000
36,"7.40083-0.431776,76",1000
36,"7.400830.686015,772",1000
36,"7.40083-0.811807,78",1000
36,"7.400830.82274,73",1000
36,"7.400830.96394,74",1000
36,"7.40083-0.968816,77",1000
36,"7.400830.998251,771",1000
37,"7.400830.991023,15222",1000
38,"7.400830.499233,1635",1000
38,"7.400830.611936,2210",1000
39,"7.400830.859141,3258",1000
40,,
41,,
42,"7.40083-0.350097,12945",1000
43,"7.40083-0.65634,12816",1000
44,"7.40083-0.160427,2441",1000
44,"7.40083-0.322965,3012",1000
44,"7.40083-0.730477,13305",1000
44,"7.400830.770764,13625",1000
44,"7.400830.774907,2713",1000
44,"7.40083-0.856187,12681",1000
44,"7.40083-0.92294,2896",1000
44,"7.40083-0.936118,2852",1000
44,"7.40083-0.939711,2860",1000
44,"7.400830.987166,2849",1000
44,"7.40083-0.999685,18094",1000
44,"7.400830.999698,3424",1000
44,"7.400830.999977,13216",1000
45,"7.400830.4149,2390",1000
45,"7.40083-0.640636,3407",1000
45,"7.40083-0.65634,12816",1000
45,"7.40083-0.85816,2055",1000
45,"7.400830.991023,15222",1000
46,"7.400830.0644554,22830",1000
46,"7.400830.717811,80",1000
46,"7.400830.806641,22829",1000
46,"7.40083-0.887188,919",1000
46,"7.400830.956078,15430",1000
47,"7.400830.537341,9227",1000
47,"7.400830.764571,21384",1000
47,"7.400830.953569,9636",1000
47,"7.400830.994617,81",1000
48,"1.565080.999193,922",2
48,"7.400830.0215859,834",1000
48,"7.40083-0.0482042,13854",1000
48,"7.400830.085809,2793",1000
48,"7.400830.148645,525",1000
48,"7.400830.153293,23409",1000
48,"7.400830.183665,17032",1000
48,"7.400830.198956,23405",1000
48,"7.40083-0.247906,23502",1000
48,"7.400830.28073,6179",1000
48,"7.400830.311987,7243",1000
48,"7.400830.318265,15137",1000
48,"7.40083-0.381125,1193",1000
48,"7.40083-0.392042,7721",1000
48,"7.400830.39796,3588",1000
48,"7.400830.399717,8901",1000
48,"7.400830.453863,7722",1000
48,"7.40083-0.487423,16468",1000
48,"7.400830.499762,21382",1000
48,"7.40083-0.526505,23401",1000
48,"7.400830.583822,23503",1000
48,"7.40083-0.619276,977",1000
48,"7.40083-0.635945,17031",1000
48,"7.400830.696331,23505",1000
48,"7.40083-0.716233,2918",1000
48,"7.400830.819112,2792",1000
48,"7.40083-0.829169,23507",1000
48,"7.400830.853749,526",1000
48,"7.40083-0.869901,12796",1000
48,"7.400830.877105,15135",1000
48,"7.400830.879228,23404",1000
48,"7.400830.880758,296",1000
48,"7.400830.889426,2762",1000
48,"7.400830.894736,12210",1000
48,"7.40083-0.902037,23501",1000
48,"7.40083-0.909958,23500",1000
48,"7.40083-0.914732,84",1000
48,"7.400830.928438,297",1000
48,"7.400830.92963,23403",1000
48,"7.400830.931256,15136",1000
48,"7.400830.947237,527",1000
48,"7.40083-0.961706,8252",1000
48,"7.40083-0.97859,6699",1000
48,"7.400830.979035,12145",1000
48,"7.40083-0.980738,21365",1000
48,"7.400830.997306,23504",1000
48,"7.40083-0.999731,23407",1000
49,"7.40083-0.0860686,13552",1000
49,"7.40083-0.115081,90",1000
49,"7.40083-0.15613,13333",1000
49,"7.400830.205606,14411",1000
49,"7.40083-0.236591,86",1000
49,"7.40083-0.284738,2132",1000
49,"7.40083-0.340865,2861",1000
49,"7.40083-0.561558,12473",1000
49,"7.400830.687913,89",1000
49,"7.400830.717206,23913",1000
49,"7.40083-0.835632,91",1000
49,"7.400830.838679,858",1000
49,"7.400830.875889,13195",1000
49,"7.400830.881992,979",1000
49,"7.40083-0.896941,85",1000
49,"7.400830.905391,14639",1000
49,"7.40083-0.915609,5362",1000
49,"7.40083-0.920305,11890",1000
49,"7.400830.923609,21620",1000
49,"7.400830.947488,3287",1000
50,,1000
50,,1000
50,,1000
50,,1000
50,,1000
50,"7.40083-0.000172974,19203",1000
50,"7.40083-0.0151449,10475",1000
50,"7.40083-0.0164515,7912",1000
50,"7.40083-0.137704,10867",1000
50,"7.400830.158279,7887",1000
50,"7.40083-0.172615,10486",1000
50,"7.40083-0.179726,10482",1000
50,"7.40083-0.181011,7905",1000
50,"7.400830.203562,521",1000
50,"7.400830.228633,180",1000
50,"7.40083-0.281566,6079",1000
50,"7.400830.285072,183",1000
50,"7.40083-0.299058,10860",1000
50,"7.40083-0.313393,8059",1000
50,"7.40083-0.332588,10479",1000
50,"7.400830.353029,7890",1000
50,"7.40083-0.368132,10781",1000
50,"7.400830.379837,8067",1000
50,"7.40083-0.411809,6887",1000
50,"7.40083-0.482321,7915",1000
50,"7.40083-0.483465,10472",1000
50,"7.40083-0.490915,7891",1000
50,"7.400830.503527,10490",1000
50,"7.400830.510879,7909",1000
50,"7.400830.527098,8060",1000
50,"7.40083-0.550125,11258",1000
50,"7.400830.601211,24337",1000
50,"7.400830.631368,22324",1000
50,"7.40083-0.638161,8984",1000
50,"7.400830.644571,10485",1000
50,"7.400830.64557,7902",1000
50,"7.400830.647296,10900",1000
50,"7.40083-0.655617,7886",1000
50,"7.40083-0.723484,186",1000
50,"7.400830.756205,7911",1000
50,"7.400830.75706,10476",1000
50,"7.40083-0.766979,19202",1000
50,"7.40083-0.7765,10474",1000
50,"7.400830.798803,1403",1000
50,"7.400830.843668,8069",1000
50,"7.400830.855106,1209",1000
50,"7.400830.858785,7888",1000
50,"7.40083-0.866142,10487",1000
50,"7.40083-0.870374,7906",1000
50,"7.400830.871101,7090",1000
50,"7.40083-0.87956,8057",1000
50,"7.400830.881458,520",1000
50,"7.400830.893293,181",1000
50,"7.40083-0.901925,23349",1000
50,"7.40083-0.905317,2249",1000
50,"7.40083-0.90646,6878",1000
50,"7.40083-0.907523,883",1000
50,"7.400830.918008,182",1000
50,"7.400830.920611,8076",1000
50,"7.400830.923375,1397",1000
50,"7.40083-0.929373,8058",1000
50,"7.40083-0.93621,7907",1000
50,"7.40083-0.936668,10480",1000
50,"7.40083-0.939174,10488",1000
50,"7.400830.953175,8068",1000
50,"7.40083-0.957545,92",1000
50,"7.400830.965612,2791",1000
50,"7.40083-0.976724,1803",1000
50,"7.40083-0.981328,7914",1000
50,"7.40083-0.981578,10473",1000
50,"7.40083-0.983173,7892",1000
50,"7.40083-0.984329,19201",1000
50,"7.400830.985724,10491",1000
50,"7.400830.987125,7910",1000
50,"7.400830.989982,8061",1000
50,"7.400830.999988,7903",1000
51,,1000
51,"7.400830.0113167,14990",1000
51,"7.40083-0.0194959,21367",1000
51,"7.400830.0695812,6183",1000
51,"7.400830.0777413,5917",1000
51,"7.400830.128473,9634",1000
51,"7.400830.144942,1657",1000
51,"7.40083-0.153634,14997",1000
51,"7.40083-0.168327,21378",1000
51,"7.40083-0.24563,1147",1000
51,"7.40083-0.448424,5902",1000
51,"7.400830.452466,94",1000
51,"7.400830.476057,21497",1000
51,"7.40083-0.500892,3678",1000
51,"7.400830.585727,1146",1000
51,"7.40083-0.739566,14405",1000
51,"7.40083-0.76373,3680",1000
51,"7.400830.809667,6184",1000
51,"7.40083-0.812467,1421",1000
51,"7.40083-0.970686,21329",1000
51,"7.40083-0.985207,3679",1000
51,"7.40083-0.990824,14406",1000
51,"7.400830.992525,5897",1000
51,"7.400830.995481,21865",1000
51,"7.400830.999739,14999",1000
52,"7.400830.0244571,9242",1000
52,"7.400830.0997643,21324",1000
52,"7.40083-0.117675,773",1000
52,"7.40083-0.180925,539",1000
52,"7.40083-0.234053,769",1000
52,"7.40083-0.391081,776",1000
52,"7.400830.475291,9239",1000
52,"7.400830.513494,21370",1000
52,"7.400830.556723,765",1000
52,"7.400830.595351,770",1000
52,"7.400830.681059,9766",1000
52,"7.400830.682969,9083",1000
52,"7.400830.713493,21988",1000
52,"7.400830.782335,9241",1000
52,"7.400830.798122,96",1000
52,"7.40083-0.837064,774",1000
52,"7.40083-0.895783,768",1000
52,"7.40083-0.956789,775",1000
52,"7.400830.972153,7306",1000
52,"7.40083-0.981261,5599",1000
53,"1.73205-0.578437,4694",3
53,,1000
53,"7.400830.00409116,133",1000
53,"7.40083-0.00722567,15123",1000
53,"7.400830.0122732,399",1000
53,"7.400830.018975,151",1000
53,"7.40083-0.0201065,1650",1000
53,"7.40083-0.0478566,11539",1000
53,"7.400830.0502047,97",1000
53,"7.400830.0574199,15026",1000
53,"7.400830.0617639,4134",1000
53,"7.40083-0.0847687,4152",1000
53,"7.40083-0.0942176,13818",1000
53,"7.400830.0969042,4691",1000
53,"7.40083-0.0981176,5252",1000
53,"7.400830.168841,140",1000
53,"7.400830.172786,8717",1000
53,"7.400830.175443,410",1000
53,"7.40083-0.176129,4220",1000
53,"7.400830.1769,406",1000
53,"7.400830.179556,8721",1000
53,"7.400830.183493,144",1000
53,"7.40083-0.19153,122",1000
53,"7.400830.212586,7732",1000
53,"7.400830.225412,4127",1000
53,"7.40083-0.244955,5777",1000
53,"7.40083-0.246557,14242",1000
53,"7.40083-0.252458,618",1000
53,"7.400830.260872,13689",1000
53,"7.400830.267923,1165",1000
53,"7.40083-0.268929,5780",1000
53,"7.400830.274794,7844",1000
53,"7.400830.28824,4130",1000
53,"7.400830.290158,9627",1000
53,"7.400830.292405,15022",1000
53,"7.40083-0.304618,848",1000
53,"7.400830.310086,15091",1000
53,"7.40083-0.314881,431",1000
53,"7.400830.335295,403",1000
53,"7.400830.336689,413",1000
53,"7.400830.339229,8714",1000
53,"7.400830.357586,4209",1000
53,"7.400830.378227,19642",1000
53,"7.40083-0.379031,4191",1000
53,"7.400830.382895,4120",1000
53,"7.400830.383699,16378",1000
53,"7.400830.400275,4173",1000
53,"7.400830.420674,475",1000
53,"7.40083-0.4217,1974",1000
53,"7.40083-0.426903,17913",1000
53,"7.40083-0.441408,7951",1000
53,"7.40083-0.450214,7855",1000
53,"7.40083-0.450524,5540",1000
53,"7.400830.465534,16510",1000
53,"7.400830.474985,11554",1000
53,"7.40083-0.483693,287",1000
53,"7.400830.487346,8024",1000
53,"7.40083-0.500214,136",1000
53,"7.40083-0.506006,414",1000
53,"7.400830.506382,6543",1000
53,"7.40083-0.507282,402",1000
53,"7.40083-0.513047,148",1000
53,"7.400830.52769,3430",1000
53,"7.40083-0.530053,15090",1000
53,"7.40083-0.531086,5147",1000
53,"7.40083-0.545685,15023",1000
53,"7.40083-0.549326,4131",1000
53,"7.40083-0.566877,1164",1000
53,"7.400830.570242,1297",1000
53,"7.40083-0.591217,7848",1000
53,"7.400830.596119,14619",1000
53,"7.40083-0.605029,19574",1000
53,"7.40083-0.610834,7050",1000
53,"7.40083-0.611661,105",1000
53,"7.400830.615305,14545",1000
53,"7.400830.619687,13596",1000
53,"7.400830.623777,14962",1000
53,"7.40083-0.624184,6556",1000
53,"7.400830.624525,427",1000
53,"7.400830.633726,6955",1000
53,"7.40083-0.63608,143",1000
53,"7.400830.638496,15113",1000
53,"7.40083-0.641238,407",1000
53,"7.400830.641772,4223",1000
53,"7.40083-0.642373,409",1000
53,"7.40083-0.647495,141",1000
53,"7.400830.650078,4638",1000
53,"7.400830.654235,4755",1000
53,"7.40083-0.65929,4205",1000
53,"7.40083-0.686396,13801",1000
53,"7.40083-0.725763,4133",1000
53,"7.400830.72684,3495",1000
53,"7.40083-0.72875,15025",1000
53,"7.400830.732199,5544",1000
53,"7.400830.737453,851",1000
53,"7.400830.744815,19637",1000
53,"7.400830.748695,4746",1000
53,"7.40083-0.758933,400",1000
53,"7.40083-0.759896,416",1000
53,"7.400830.76221,15122",1000
53,"7.40083-0.764235,134",1000
53,"7.40083-0.769042,4498",1000
53,"7.40083-0.769821,14441",1000
53,"7.400830.778908,152",1000
53,"7.40083-0.779617,1651",1000
53,"7.40083-0.785738,18634",1000
53,"7.40083-0.793166,170",1000
53,"7.400830.804992,4309",1000
53,"7.400830.805044,4135",1000
53,"7.40083-0.815702,472",1000
53,"7.400830.816356,1971",1000
53,"7.40083-0.817761,14234",1000
53,"7.400830.820607,2109",1000
53,"7.400830.828779,7954",1000
53,"7.400830.831545,4171",1000
53,"7.400830.843715,375",1000
53,"7.400830.850652,3790",1000
53,"7.40083-0.858562,1759",1000
53,"7.40083-0.860342,14700",1000
53,"7.400830.864221,139",1000
53,"7.400830.866228,8716",1000
53,"7.400830.867574,411",1000
53,"7.400830.868309,405",1000
53,"7.40083-0.871357,14428",1000
53,"7.400830.871614,145",1000
53,"7.400830.876184,9822",1000
53,"7.400830.885778,7731",1000
53,"7.400830.886504,103",1000
53,"7.400830.889824,15020",1000
53,"7.400830.891802,4128",1000
53,"7.400830.898054,7846",1000
53,"7.400830.901322,3482",1000
53,"7.40083-0.901435,14241",1000
53,"7.40083-0.902937,1300",1000
53,"7.400830.907377,1432",1000
53,"7.40083-0.909993,4147",1000
53,"7.400830.91371,7845",1000
53,"7.400830.919314,4129",1000
53,"7.40083-0.920951,4182",1000
53,"7.400830.921018,15021",1000
53,"7.400830.923775,8342",1000
53,"7.40083-0.925927,847",1000
53,"7.400830.927887,519",1000
53,"7.400830.928082,15092",1000
53,"7.400830.933927,16875",1000
53,"7.400830.93532,146",1000
53,"7.400830.93767,404",1000
53,"7.400830.938183,412",1000
53,"7.400830.939114,8715",1000
53,"7.400830.940482,138",1000
53,"7.40083-0.943463,4758",1000
53,"7.400830.949118,3791",1000
53,"7.40083-0.949991,13780",1000
53,"7.40083-0.953595,1192",1000
53,"7.40083-0.954222,15082",1000
53,"7.400830.957319,3906",1000
53,"7.400830.961036,7953",1000
53,"7.40083-0.971413,7950",1000
53,"7.400830.971599,4136",1000
53,"7.400830.97162,4308",1000
53,"7.400830.976499,5142",1000
53,"7.40083-0.979071,4743",1000
53,"7.40083-0.979212,113",1000
53,"7.400830.979634,13777",1000
53,"7.40083-0.981144,7475",1000
53,"7.400830.982123,397",1000
53,"7.400830.982401,419",1000
53,"7.400830.982417,8025",1000
53,"7.400830.985607,15121",1000
53,"7.40083-0.986448,401",1000
53,"7.40083-0.987525,149",1000
53,"7.40083-0.988374,9244",1000
53,"7.40083-0.990335,300",1000
53,"7.400830.990455,23533",1000
53,"7.40083-0.992851,15024",1000
53,"7.40083-0.993361,4132",1000
53,"7.400830.993862,1684",1000
53,"7.40083-0.994297,6893",1000
53,"7.40083-0.994876,7842",1000
53,"7.400830.995629,14237",1000
53,"7.40083-0.996308,1429",1000
53,"7.40083-0.996799,4693",1000
53,"7.400830.997312,4143",1000
53,"7.40083-0.997935,7849",1000
53,"7.40083-0.998277,6900",1000
53,"7.40083-0.999211,7051",1000
53,"7.40083-0.999311,7734",1000
53,"7.400830.999827,1756",1000
53,"7.40083-0.999912,11566",1000
53,"7.40083-0.999972,142",1000
53,"7.40083-0.999978,3672",1000
53,"7.400830.999991,15114",1000
53,"7.40083-1,408",1000
54,"1.316070.639232,276",1
54,"1.316070.644372,274",1
54,"1.316070.980839,153",1
54,"1.316070.999994,275",1
54,"1.565080.752319,4647",2
54,"1.73205-0.841465,7936",3
54,"7.40083-0.0436822,19850",1000
54,"7.400830.131321,442",1000
54,"7.40083-0.146062,158",1000
54,"7.400830.326011,15403",1000
