MemberID,PhotoID,MemberPhotoRank,RandomValue
101,1004,1000,"0.380683,1004"
101,13196,1000,"0.400216,13196"
101,4777,1000,"0.403784,4777"
101,190,1000,"0.5382,190"
101,2212,1000,"-0.562643,2212"
101,3748,1000,"-0.639924,3748"
101,2211,1000,"-0.767978,2211"
101,60,1000,"-0.829362,60"
101,11327,1000,"0.837202,11327"
101,11662,1000,"0.874678,11662"
101,3122,1000,"0.910681,3122"
101,11044,1000,"-0.91451,11044"
101,4763,1000,"-0.919749,4763"
101,3755,1000,"0.949705,3755"
101,6941,1000,"0.974837,6941"
101,3315,1000,"-0.987248,3315"
101,19831,1000,"-0.996105,19831"
102,56,1,"0.134025,56"
102,57,2,"-0.143175,57"
102,12800,5,"-0.238057,12800"
102,19600,1000,"-0.0734678,19600"
102,19599,1000,"0.203141,19599"
102,21939,1000,"0.234773,21939"
102,19601,1000,"-0.344431,19601"
102,58,1000,"-0.409374,58"
102,19598,1000,"0.46414,19598"
102,5820,1000,"-0.576869,5820"
102,19602,1000,"-0.588928,19602"
102,19597,1000,"0.689474,19597"
102,5815,1000,"0.700147,5815"
102,3917,1000,"0.730866,3917"
102,19603,1000,"-0.78817,19603"
102,22974,1000,"-0.81762,22974"
102,21727,1000,"-0.825053,21727"
102,19596,1000,"0.861827,19596"
102,7155,1000,"-0.920312,7155"
102,19604,1000,"-0.926848,19604"
102,19595,1000,"0.967956,19595"
102,19606,1000,"-0.985359,19606"
102,19605,1000,"-0.994306,19605"
102,22972,1000,"-0.998357,22972"
104,68,1000,"0.0611254,68"
104,67,1000,"-0.215238,67"
104,586,1000,"-0.386572,586"
104,4822,1000,"0.450722,4822"
104,3986,1000,"0.462069,3986"
104,70,1000,"0.578885,70"
104,12034,1000,"-0.747953,12034"
104,18462,1000,"0.782045,18462"
104,16546,1000,"0.846956,16546"
104,16545,1000,"0.960371,16545"
104,1317,1000,"0.966237,1317"
104,11721,1000,"-0.981272,11721"
104,4265,1000,"-0.990185,4265"
106,2441,3,"0.252435,2441"
106,3571,3,"0.340635,3571"
106,11710,4,"0.962059,11710"
106,21520,1000,"0.047473,21520"
106,3570,1000,"0.0694376,3570"
106,5614,1000,"0.124474,5614"
106,22820,1000,"0.196527,22820"
106,21521,1000,"-0.228569,21521"
106,21519,1000,"0.319868,21519"
106,21522,1000,"-0.487048,21522"
106,1561,1000,"0.541706,1561"
106,21518,1000,"0.567683,21518"
106,21523,1000,"-0.708101,21523"
106,21517,1000,"0.771876,21517"
106,18044,1000,"-0.778055,18044"
106,12995,1000,"0.873603,12995"
106,1371,1000,"-0.908953,1371"
106,21516,1000,"0.916758,21516"
106,18045,1000,"-0.920619,18045"
106,14950,1000,"-0.949052,14950"
106,15099,1000,"0.962306,15099"
106,717,1000,"-0.995559,717"
106,4615,1000,"0.996353,4615"
106,3666,1000,"0.997988,3666"
107,3571,3,"0.340635,3571"
107,13447,3,"0.890988,13447"
107,1570,1000,"0.0661897,1570"
107,3570,1000,"0.0694376,3570"
107,5614,1000,"0.124474,5614"
107,5616,1000,"-0.418143,5616"
107,2201,1000,"0.492599,2201"
107,3997,1000,"-0.533584,3997"
107,21518,1000,"0.567683,21518"
107,1568,1000,"0.583016,1568"
107,2178,1000,"0.587658,2178"
107,1629,1000,"0.592073,1629"
107,1584,1000,"0.633101,1584"
107,1624,1000,"-0.686646,1624"
107,1635,1000,"0.744223,1635"
107,14400,1000,"0.788082,14400"
107,505,1000,"0.802675,505"
107,1506,1000,"-0.833269,1506"
107,3664,1000,"0.881033,3664"
107,3961,1000,"0.912606,3961"
107,2210,1000,"-0.9143,2210"
107,3665,1000,"0.97705,3665"
107,22814,1000,"-0.995002,22814"
107,2050,1000,"-0.995348,2050"
107,717,1000,"-0.995559,717"
107,2694,1000,"0.997435,2694"
107,2423,1000,"0.999271,2423"
108,12945,2,"-0.27252,12945"
108,12630,3,"0.0873443,12630"
108,8557,4,"-0.997897,8557"
108,21453,1000,"-0.168635,21453"
108,5625,1000,"-0.205821,5625"
108,9319,1000,"0.209512,9319"
108,7150,1000,"0.219808,7150"
108,9714,1000,"-0.312464,9714"
108,19237,1000,"0.338546,19237"
108,2046,1000,"-0.354058,2046"
108,2235,1000,"-0.465759,2235"
108,9713,1000,"-0.561241,9713"
108,1150,1000,"-0.588185,1150"
108,11333,1000,"-0.626026,11333"
108,7159,1000,"-0.758052,7159"
108,9678,1000,"0.786157,9678"
108,6646,1000,"0.835064,6646"
108,7576,1000,"0.905282,7576"
108,5630,1000,"0.925817,5630"
108,21491,1000,"0.966806,21491"
108,12002,1000,"0.980025,12002"
108,9144,1000,"-0.983178,9144"
108,1146,1000,"-0.985515,1146"
108,1147,1000,"-0.994207,1147"
108,11314,1000,"-0.994497,11314"
108,11223,1000,"-0.9976,11223"
108,9698,1000,"0.998489,9698"
109,18764,1000,"-0.0607431,18764"
109,18763,1000,"0.215612,18763"
109,18774,1000,"-0.295352,18774"
109,18765,1000,"-0.33243,18765"
109,18766,1000,"-0.578573,18766"
110,16796,1000,"0.56511,16796"
110,3782,1000,"0.616128,3782"
110,15518,1000,"-0.847302,15518"
110,15517,1000,"-0.960553,15517"
110,22611,1000,"-0.98112,22611"
110,18770,1000,"-0.987453,18770"
110,22610,1000,"-0.996518,22610"
111,12348,2,"-0.202006,12348"
111,13360,2,"0.892984,13360"
111,3012,1000,"0.921376,3012"
112,18094,1000,"-0.790399,18094"
113,2390,2,"-0.978172,2390"
113,13397,3,"-0.236783,13397"
113,2336,3,"0.621649,2336"
113,10518,1000,"-0.218799,10518"
113,10516,1000,"0.329349,10516"
113,3458,1000,"0.331934,3458"
113,10519,1000,"-0.478268,10519"
113,13588,1000,"0.50489,13588"
113,2849,1000,"0.582806,2849"
113,2070,1000,"-0.683899,2070"
113,5596,1000,"-0.913827,5596"
113,10523,1000,"-0.999189,10523"
114,13305,2,"-0.637618,13305"
114,4615,4,"0.996353,4615"
114,23408,1000,"0.349559,23408"
114,3816,1000,"-0.591757,3816"
114,3815,1000,"-0.790322,3815"
114,4762,1000,"-0.992166,4762"
114,3813,1000,"-0.994673,3813"
114,717,1000,"-0.995559,717"
115,12380,2,"-0.316663,12380"
115,13101,5,"-0.767475,13101"
115,1107,1000,"-0.0206896,1107"
115,2860,1000,"-0.513854,2860"
115,872,1000,"-0.564257,872"
115,3816,1000,"-0.591757,3816"
115,720,1000,"-0.738459,720"
115,3815,1000,"-0.790322,3815"
115,3812,1000,"-0.984755,3812"
115,717,1000,"-0.995559,717"
116,2713,1,"0.479294,2713"
116,12909,2,"0.759661,12909"
116,10516,1000,"0.329349,10516"
116,10523,1000,"-0.999189,10523"
117,13625,1,"0.329358,13625"
117,3420,1000,"0.72057,3420"
118,13216,3,"-0.304541,13216"
118,2866,4,"-0.803605,2866"
118,8546,4,"0.999844,8546"
118,12450,5,"0.290885,12450"
118,7411,1000,"0.105347,7411"
118,7423,1000,"-0.296605,7423"
118,2848,1000,"0.337329,2848"
118,7424,1000,"-0.547383,7424"
118,717,1000,"-0.995559,717"
119,3424,1,"-0.302935,3424"
119,17212,1000,"-0.912922,17212"
119,3428,1000,"-0.988677,3428"
119,717,1000,"-0.995559,717"
120,7876,1000,"-0.577933,7876"
120,54,1000,"0.637021,54"
120,60,1000,"-0.829362,60"
120,616,1000,"0.995764,616"
121,8167,2,"0.138019,8167"
121,80,1000,"-0.253945,80"
121,8166,1000,"0.404616,8166"
121,13803,1000,"-0.415297,13803"
121,6784,1000,"0.995398,6784"
122,12941,2,"-0.983413,12941"
122,18663,1000,"0.244626,18663"
122,81,1000,"-0.509717,81"
122,4821,1000,"0.678466,4821"
122,6069,1000,"-0.679043,6069"
122,1149,1000,"-0.787604,1149"
122,11169,1000,"0.813102,11169"
122,15254,1000,"0.824463,15254"
122,6070,1000,"-0.854484,6070"
122,17212,1000,"-0.912922,17212"
122,8581,1000,"-0.947229,8581"
122,6071,1000,"-0.964265,6071"
122,14387,1000,"-0.982114,14387"
122,18464,1000,"0.993203,18464"
122,11393,1000,"0.996506,11393"
122,6072,1000,"-0.99995,6072"
123,11866,2,"0.948435,11866"
123,5405,2,"0.991821,5405"
123,4801,1000,"0.0244611,4801"
123,11952,1000,"0.0320125,11952"
123,4892,1000,"-0.149228,4892"
123,3672,1000,"-0.160541,3672"
123,24142,1000,"-0.274537,24142"
123,22694,1000,"0.28127,22694"
123,24436,1000,"-0.350169,24436"
123,5853,1000,"0.359166,5853"
123,4893,1000,"-0.414949,4893"
123,22795,1000,"-0.454197,22795"
123,5477,1000,"0.501406,5477"
123,23002,1000,"0.519543,23002"
123,4799,1000,"0.548577,4799"
123,5409,1000,"0.553355,5409"
123,14830,1000,"0.64858,14830"
123,6069,1000,"-0.679043,6069"
123,82,1000,"-0.726321,82"
123,24438,1000,"-0.791921,24438"
123,6296,1000,"-0.863937,6296"
123,14953,1000,"-0.870925,14953"
123,17062,1000,"0.898827,17062"
123,4797,1000,"0.907317,4797"
123,3204,1000,"-0.926012,3204"
123,22700,1000,"-0.982507,22700"
123,22690,1000,"0.985024,22690"
123,18578,1000,"0.98547,18578"
123,21854,1000,"0.987143,21854"
123,11314,1000,"-0.994497,11314"
123,6275,1000,"-0.996419,6275"
124,4778,5,"0.137118,4778"
124,12694,5,"-0.821351,12694"
124,2000,1000,"-0.135315,2000"
124,11940,1000,"0.162847,11940"
124,14044,1000,"-0.581116,14044"
124,8628,1000,"-0.67444,8628"
124,6651,1000,"0.690984,6651"
124,8837,1000,"0.740477,8837"
124,3505,1000,"0.746394,3505"
124,14045,1000,"-0.782206,14045"
124,11937,1000,"0.840319,11937"
124,18489,1000,"0.851149,18489"
124,8627,1000,"-0.851219,8627"
124,83,1000,"-0.887113,83"
124,11360,1000,"-0.945674,11360"
124,6400,1000,"0.992787,6400"
124,5247,1000,"0.996364,5247"
125,12242,1,"-0.841868,12242"
125,5997,2,"0.414234,5997"
125,12456,3,"0.923784,12456"
125,8337,1000,"0.0144478,8337"
125,5988,1000,"0.210027,5988"
125,3729,1000,"0.300206,3729"
125,2856,1000,"0.541923,2856"
125,5996,1000,"0.648186,5996"
125,14407,1000,"-0.8619,14407"
126,255,1,"0.973811,255"
126,5317,2,"0.861764,5317"
126,85,3,"-0.997079,85"
126,13195,4,"0.133256,13195"
126,2462,1000,"-0.18681,2462"
126,2010,1000,"-0.222982,2010"
126,6034,1000,"0.423927,6034"
126,2404,1000,"0.572607,2404"
126,6035,1000,"0.656278,6035"
126,6036,1000,"0.8382,6036"
126,86,1000,"-0.937802,86"
126,10499,1000,"-0.939062,10499"
126,1498,1000,"0.945718,1498"
126,6852,1000,"0.987679,6852"
126,11449,1000,"-0.998709,11449"
126,2491,1000,"0.999736,2491"
126,6038,1000,"0.999787,6038"
127,13114,2,"0.390525,13114"
127,4338,1000,"0.021082,4338"
127,4337,1000,"-0.254195,4337"
127,87,1000,"-0.806462,87"
127,471,1000,"-0.820537,471"
127,5461,1000,"-0.965766,5461"
128,19272,1000,"-0.0366823,19272"
128,6710,1000,"-0.0629411,6710"
128,18459,1000,"0.0636004,18459"
128,1819,1000,"-0.0652821,1819"
128,7625,1000,"0.0715103,7625"
128,8326,1000,"-0.0968021,8326"
128,11365,1000,"0.15026,11365"
128,5005,1000,"-0.158358,5005"
128,6077,1000,"-0.169522,6077"
128,6259,1000,"0.177217,6259"
128,1852,1000,"-0.181182,1852"
128,5433,1000,"0.193963,5433"
128,14775,1000,"-0.289006,14775"
128,20900,1000,"0.313465,20900"
128,14018,1000,"0.321473,14018"
128,23959,1000,"0.341481,23959"
128,10945,1000,"0.400208,10945"
128,16469,1000,"-0.419317,16469"
128,6076,1000,"-0.433563,6076"
128,15294,1000,"-0.455706,15294"
128,22998,1000,"-0.536327,22998"
128,567,1000,"0.566618,567"
128,14017,1000,"0.569077,14017"
128,7544,1000,"-0.569935,7544"
128,16378,1000,"-0.57036,16378"
128,11136,1000,"-0.645704,11136"
128,19512,1000,"-0.669533,19512"
128,5431,1000,"0.682661,5431"
128,14762,1000,"0.693892,14762"
128,8176,1000,"-0.70126,8176"
128,15304,1000,"0.74047,15304"
128,4420,1000,"-0.74065,4420"
128,23957,1000,"0.786234,23957"
128,14701,1000,"-0.89951,14701"
128,7618,1000,"0.901546,7618"
128,572,1000,"0.912233,572"
128,14704,1000,"-0.927866,14704"
128,11134,1000,"-0.951521,11134"
128,5450,1000,"0.98386,5450"
128,7619,1000,"0.985692,7619"
128,6852,1000,"0.987679,6852"
128,3846,1000,"0.989614,3846"
128,4569,1000,"0.990113,4569"
128,21707,1000,"-0.992724,21707"
128,1836,1000,"0.996752,1836"
129,13513,2,"0.568337,13513"
129,5806,1000,"-0.136473,5806"
129,3672,1000,"-0.160541,3672"
129,3569,1000,"-0.207096,3569"
129,24142,1000,"-0.274537,24142"
129,4328,1000,"-0.372488,4328"
129,21823,1000,"-0.570037,21823"
129,2115,1000,"-0.645111,2115"
129,6069,1000,"-0.679043,6069"
129,4335,1000,"-0.726499,4335"
129,18473,1000,"-0.728023,18473"
129,110,1000,"-0.734586,110"
129,21817,1000,"-0.762034,21817"
129,4346,1000,"0.780658,4346"
129,14953,1000,"-0.870925,14953"
129,17212,1000,"-0.912922,17212"
129,21821,1000,"-0.917897,21821"
129,17076,1000,"-0.955902,17076"
129,3428,1000,"-0.988677,3428"
129,11845,1000,"0.99274,11845"
129,5518,1000,"0.992958,5518"
129,21842,1000,"-0.999385,21842"
129,5733,1000,"-0.999842,5733"
130,13303,3,"-0.948225,13303"
130,12515,4,"-0.459988,12515"
130,6581,5,"0.981893,6581"
130,17035,1000,"-0.108184,17035"
130,1818,1000,"0.211168,1818"
130,8901,1000,"-0.215743,8901"
130,15139,1000,"0.39293,15139"
130,15136,1000,"-0.417308,15136"
130,14311,1000,"0.501854,14311"
130,1828,1000,"-0.54247,1828"
130,4103,1000,"-0.598244,4103"
130,12209,1000,"0.683989,12209"
130,8899,1000,"-0.698751,8899"
130,6436,1000,"-0.760339,6436"
130,2918,1000,"0.820016,2918"
130,23501,1000,"0.885491,23501"
130,11428,1000,"-0.924033,11428"
130,1846,1000,"-0.96106,1846"
130,717,1000,"-0.995559,717"
131,2448,1,"0.807384,2448"
131,12978,2,"0.499939,12978"
131,2377,2,"0.965258,2377"
131,2390,2,"-0.978172,2390"
131,519,1000,"-0.179007,519"
131,7582,1000,"-0.511174,7582"
131,777,1000,"0.634308,777"
131,12203,1000,"0.659221,12203"
131,11339,1000,"-0.71495,11339"
131,1483,1000,"-0.765557,1483"
131,5539,1000,"0.846268,5539"
131,12173,1000,"-0.973484,12173"
131,2582,1000,"0.980615,2582"
132,1489,1,"-0.565545,1489"
132,3573,1,"0.785677,3573"
132,117,1,"0.900812,117"
132,3577,1,"0.902443,3577"
132,343,1,"0.908681,343"
132,775,1,"0.946854,775"
132,3572,2,"0.585658,3572"
132,3581,1000,"0.0130117,3581"
132,3672,1000,"-0.160541,3672"
132,3569,1000,"-0.207096,3569"
132,24142,1000,"-0.274537,24142"
132,3580,1000,"0.287017,3580"
132,2698,1000,"0.505567,2698"
132,18502,1000,"-0.517972,18502"
132,3579,1000,"0.538967,3579"
132,21823,1000,"-0.570037,21823"
132,21817,1000,"-0.762034,21817"
132,2143,1000,"-0.805692,2143"
132,3363,1000,"-0.812422,3363"
132,1698,1000,"0.826517,1698"
132,14953,1000,"-0.870925,14953"
132,21524,1000,"-0.874743,21524"
132,3193,1000,"0.891752,3193"
132,3574,1000,"0.925324,3574"
132,2659,1000,"-0.928546,2659"
132,21866,1000,"-0.937255,21866"
132,5576,1000,"-0.954439,5576"
132,3576,1000,"0.98604,3576"
132,17064,1000,"0.994753,17064"
132,1700,1000,"0.99913,1700"
133,125,1,"-0.203403,125"
133,127,1,"-0.689668,127"
133,128,1,"-0.861963,128"
133,11371,6,"0.969251,11371"
133,11048,1000,"-0.0418869,11048"
133,15703,1000,"0.171069,15703"
133,8383,1000,"0.238308,8383"
133,7545,1000,"-0.322461,7545"
133,126,1000,"-0.464377,126"
133,8384,1000,"0.495771,8384"
133,777,1000,"0.634308,777"
133,7933,1000,"0.688822,7933"
133,11379,1000,"-0.784954,11379"
134,181,1,"0.070345,181"
134,180,1,"-0.206206,180"
134,183,1,"0.586395,183"
134,11835,1,"-0.88645,11835"
134,1168,1,"-0.944271,1168"
134,12216,2,"-0.929655,12216"
134,182,3,"0.34149,182"
134,186,3,"0.993967,186"
134,18505,1000,"0.285778,18505"
134,12236,1000,"-0.454905,12236"
134,12214,1000,"-0.595009,12214"
134,4742,1000,"-0.662634,4742"
134,23376,1000,"-0.772466,23376"
134,12215,1000,"-0.792791,12215"
134,12219,1000,"-0.897392,12219"
134,12228,1000,"0.983533,12228"
134,12217,1000,"-0.995081,12217"
135,12799,2,"0.0377252,12799"
135,189,2,"0.748899,189"
135,4072,4,"0.992101,4072"
135,2779,1000,"0.00481607,2779"
135,6971,1000,"-0.261115,6971"
135,6847,1000,"0.331076,6847"
135,555,1000,"-0.395675,555"
135,3628,1000,"-0.471739,3628"
135,11148,1000,"0.48499,11148"
135,15117,1000,"0.538644,15117"
135,6848,1000,"0.577401,6848"
135,2765,1000,"0.679422,2765"
135,3629,1000,"-0.695676,3629"
135,867,1000,"0.711029,867"
135,15118,1000,"0.749248,15118"
135,2741,1000,"0.907864,2741"
135,2729,1000,"-0.972037,2729"
135,15120,1000,"0.985976,15120"
136,3277,2,"0.264755,3277"
136,12963,3,"-0.999849,12963"
136,2790,1000,"0.0776115,2790"
136,1321,1000,"0.196518,1321"
136,2721,1000,"0.404975,2721"
136,2724,1000,"-0.405334,2724"
136,21462,1000,"-0.452225,21462"
136,1320,1000,"0.458142,1320"
136,21292,1000,"0.582798,21292"
136,2765,1000,"0.679422,2765"
136,16462,1000,"-0.69052,16462"
136,5871,1000,"-0.789524,5871"
136,21460,1000,"-0.854951,21460"
136,16463,1000,"-0.86256,16463"
136,16512,1000,"-0.862816,16512"
136,12487,1000,"-0.916815,12487"
136,3992,1000,"-0.927723,3992"
136,9236,1000,"-0.964125,9236"
136,16511,1000,"-0.968445,16511"
136,22542,1000,"-0.989558,22542"
136,2739,1000,"0.992376,2739"
136,4118,1000,"0.994964,4118"
137,192,1,"0.0121022,192"
137,193,1,"-0.262871,193"
137,191,1,"0.286145,191"
137,194,1,"-0.517644,194"
137,190,1,"0.5382,190"
137,195,1,"-0.732641,195"
137,196,1,"-0.89134,196"
137,11252,5,"0.141119,11252"
137,5897,1000,"0.0373424,5897"
137,1005,1000,"0.1122,1005"
137,1006,1000,"-0.164906,1006"
137,11286,1000,"-0.171324,11286"
137,1829,1000,"-0.291004,1829"
137,7457,1000,"0.325667,7457"
137,1004,1000,"0.380683,1004"
137,11476,1000,"-0.385848,11476"
137,11027,1000,"0.390533,11027"
137,1007,1000,"-0.429339,1007"
137,6870,1000,"0.435443,6870"
137,8192,1000,"-0.506245,8192"
137,12153,1000,"-0.580048,12153"
137,11396,1000,"0.607479,11396"
137,3748,1000,"-0.639924,3748"
137,364,1000,"0.641923,364"
137,13802,1000,"-0.649075,13802"
137,13655,1000,"0.678846,13655"
137,4386,1000,"0.71976,4386"
137,3697,1000,"-0.738285,3697"
137,11300,1000,"0.797997,11300"
137,11029,1000,"0.817703,11029"
137,1397,1000,"-0.869131,1397"
137,572,1000,"0.912233,572"
137,11123,1000,"0.922935,11123"
137,7144,1000,"0.94942,7144"
137,5811,1000,"0.950112,5811"
137,11292,1000,"-0.963779,11292"
137,8987,1000,"-0.990616,8987"
137,8196,1000,"-0.997379,8196"
