ID,Name,Source,EventDate,Place,Description,KeyWords,EventRank,TypeID,ObjectID,StatusID,PageHits,DescriptionNoHtml
29,צאנה וראנה,אוטו כהן,,,"<font size=""3"">'צאנה וראנה' והתנ&quot;ך ההסטורי<br/>סבי סבותיו של אוטו כהן (כהן יש רק אחד?) היגרו בתקופת האינקויזיציה מספרד לאנגליה, עם הגרוש מאנגליה במאה ה- 17 עקרו להולנד ומשם לגרמניה. על תולדות משפחתו למד אוטו הצעיר משני ספרים: <br/>'צאנה וראנה' &ndash; לאחר ימי הביניים הוחלט שאמנם הנשים אינן יכולות ללמוד תורה אך לעומת זאת אפשר ללמדם קצת מסורת ומנהגים(יידישקייט), ולשם כך חובר ספר בשפה קלה שכל אישה ובת החזיקה בו. הנשים הפרגמטיות ניצלו את דפי הספר הריקים לכתוב הערות, זיכרונות ובעיקר תאריכי הולדת ומוות במשפחה וכך הפך הספר למעין יומן אירועים היסטורי - משפחתי ועבר מדוד לדור. <br/></font>",סיפורי חברים,1000,151,2,2,983,"'צאנה וראנה' והתנ""ך ההסטורי
סבי סבותיו של אוטו כהן (כהן יש רק אחד?) היגרו בתקופת האינקויזיציה מספרד לאנגליה, עם הגרוש מאנגליה במאה ה- 17 עקרו להולנד ומשם לגרמניה. על תולדות משפחתו למד אוטו הצעיר משני ספרים: 
'צאנה וראנה' &#8211; לאחר ימי הביניים הוחלט שאמנם הנשים אינן יכולות ללמוד תורה אך לעומת זאת אפשר ללמדם קצת מסורת ומנהגים(יידישקייט), ולשם כך חובר ספר בשפה קלה שכל אישה ובת החזיקה בו. הנשים הפרגמטיות ניצלו את דפי הספר הריקים לכתוב הערות, זיכרונות ובעיקר תאריכי הולדת ומוות במשפחה וכך הפך הספר למעין יומן אירועים היסטורי - משפחתי ועבר מדוד לדור. "
30,"התנ""ך ההיסטורי",אוטו כהן,,,"התנ""ך ההסטורי &#8211; לסב סבו של אוטו קראו דניאל כהן והוא זכה לשרת בצבא הפרוסי שניצח את נפוליאון ב- 1815. דניאל היה צבע במקצועו וסוחר בשמנים וחלב להשלמת ההכנסה . בשנת 1868 קיבל ממלכת פרוסיה שי כהוקרה על פעילותו הצבאית, תנ""ך עברי מהודר עם הקדשה בכתב ידה של הוד מעלתה. התנ""ך עבר מדור לדור, מבן בכור לבן בכור והיה בין החפצים המעטים שאוטו הביא לג""ב.
אגב, שני הספרים הדי מרופטים ניתנו לסבא גרינברג (ירקוני) הכורך המופלא והזקן שהספיק לכרוך את התנ""ך אך לא את 'צאנה וראנה' שלמעט מספר דפים נעלם!
",אוטו כהן,1000,151,2,2,475,"התנ""ך ההסטורי &#8211; לסב סבו של אוטו קראו דניאל כהן והוא זכה לשרת בצבא הפרוסי שניצח את נפוליאון ב- 1815. דניאל היה צבע במקצועו וסוחר בשמנים וחלב להשלמת ההכנסה . בשנת 1868 קיבל ממלכת פרוסיה שי כהוקרה על פעילותו הצבאית, תנ""ך עברי מהודר עם הקדשה בכתב ידה של הוד מעלתה. התנ""ך עבר מדור לדור, מבן בכור לבן בכור והיה בין החפצים המעטים שאוטו הביא לג""ב.
אגב, שני הספרים הדי מרופטים ניתנו לסבא גרינברג (ירקוני) הכורך המופלא והזקן שהספיק לכרוך את התנ""ך אך לא את 'צאנה וראנה' שלמעט מספר דפים נעלם!
"
31,מלחמת העצמאות,ידע אישי,1948,,"<font size=""3"">כבר לפני מלחמת העצמאות היו חברים רבים בגבעת ברנר מגוייסים בפלמ&quot;ח וביחידות שונות. חברי ג&quot;ב שנשארו במשק לקחו חלק בפעילות מבצעית בסביבה, אחד הימים הקשים ביותר שעבר על הגבעה היה נפילתם של ברטולד לוי, חנן פלץ ועודד ירקוני </font><a href=""http://givat-brenner.co.il/event.asp?eventID=542""><font size=""3"">בקרב על בשיט</font></a><font size=""3""> שליד גדרה. האבל היה כבד מנשוא והשכול נכנס כל בית בגבעה. לברטולד היו 3 ילדים בגילאים שונים, חנן היה חבר חדש יחסית ועודד, תלמיד י&quot;א, היה הבן הראשון שנולד בגבעה ונפל בקרב.<br/>לאחר הכרזת המדינה בה' באייר 1948 רקדו החברים והילדים עד אור הבוקר. למחרת כבר פרצה המלחמה. מרבית החברים נשלחו לחזיתות השונות ובמשק נותרו רק הנשים הילדים ומעט חברים שלא נקראו להלחם. בחודשים הראשונים למלחמה כל אזור הדרום היה בסכנת כיבוש ולכן נשמרה כוננות ודריכות רבה. ילדי הקיבוץ זוכרים את השיירות שירדו דרומה, אותם ראו מה'שער האדום' וב'סימטה'. אחד המאורעות הדרמטיים היה </font><a href=""http://givat-brenner.co.il/event.asp?eventID=233""><font size=""3"">פינוי ילדי דורות</font></a><font size=""3""> שכמעט הסתיים בטרגדיה. הכפרים סביב ג&quot;ב, </font><a href=""http://givat-brenner.co.il/event.asp?eventID=232""><font size=""3"">מראר</font></a><font size=""3"">, עקיר וזרנוגה ננטשו.&nbsp; במהלך המלחמה נפלו 8 חברי גבעת ברנר: מרדכי אידלסון, עולה חדש שהגיע עם 'שבתאי לוז'ינסקי ונקלט במשק נפל בקרב, שורה אושרוביץ שעלה על מוקש ליד גמזו, הרי פריסטר אפרת שנפל בחזית הדרומית, ארנסט טירקהיימר, אבא של עמרי נדרס בחיפה ע&quot;י משוריין בריטי, דיקי לקסברגר נפל </font><a href=""http://givat-brenner.co.il/event.asp?eventID=286""><font size=""3"">בקרבות הנגב ליד חוליקאת</font></a><font size=""3"">.&nbsp; במערכה על הגנת קיבוץ עין גב נהרגו בהפגזה בהפרש של יום, חנה טוכמן, אשתו הראשונה של יצחק טוכמן ולאחריה יוסף קליינמן, בעלה הראשון של שולמית קליינמן לימים טוכמן. בסיום המלחמה חש הישוב כולו ברווחה קצרה ש'התקלקלה' בצורת פירוק הפלמ&quot;ח ע&quot;י בן גוריון.</font>","בטחון,מלחמות ישראל",1000,160,2,4,2834,"כבר לפני מלחמת העצמאות היו חברים רבים בגבעת ברנר מגוייסים בפלמ""ח וביחידות שונות. חברי ג""ב שנשארו במשק לקחו חלק בפעילות מבצעית בסביבה, אחד הימים הקשים ביותר שעבר על הגבעה היה נפילתם של ברטולד לוי, חנן פלץ ועודד ירקוני בקרב על בשיט שליד גדרה. האבל היה כבד מנשוא והשכול נכנס כל בית בגבעה. לברטולד היו 3 ילדים בגילאים שונים, חנן היה חבר חדש יחסית ועודד, תלמיד י""א, היה הבן הראשון שנולד בגבעה ונפל בקרב.
לאחר הכרזת המדינה בה' באייר 1948 רקדו החברים והילדים עד אור הבוקר. למחרת כבר פרצה המלחמה. מרבית החברים נשלחו לחזיתות השונות ובמשק נותרו רק הנשים הילדים ומעט חברים שלא נקראו להלחם. בחודשים הראשונים למלחמה כל אזור הדרום היה בסכנת כיבוש ולכן נשמרה כוננות ודריכות רבה. ילדי הקיבוץ זוכרים את השיירות שירדו דרומה, אותם ראו מה'שער האדום' וב'סימטה'. אחד המאורעות הדרמטיים היה פינוי ילדי דורות שכמעט הסתיים בטרגדיה. הכפרים סביב ג""ב, מראר, עקיר וזרנוגה ננטשו.  במהלך המלחמה נפלו 8 חברי גבעת ברנר: מרדכי אידלסון, עולה חדש שהגיע עם 'שבתאי לוז'ינסקי ונקלט במשק נפל בקרב, שורה אושרוביץ שעלה על מוקש ליד גמזו, הרי פ"
32,פלוגה ה',,,,,,1000,1,2,4,919,
33,הדרך לעין חרוד,אברהם כץ,1926,בדרך לעין חרוד,"<font size=""3"">הדרך לעין חרוד<br/>קבוצת הליטאים שישבה ברחובות קיבלה הצעות שונות להתיישבות בא&quot;י. חלק יצא לרוחמה וחלק לרמת רחל וחלק נשאר במושבה. לאחר שהוחלט ללכת לעין חרוד יצאה הקבוצה במסע רגלי מרחובות לפתח תקוה. משם ברכבת לחדרה. ברגל לבנימיניה משם ברכבת לזכרון יעקב וחיפה. משם ברגל ליגור אליה הגיעו בלילה. לאחר ששרו עד אור הבוקר, עם יהודה שרת (ולא קיבלו לאכול) המשיכו ב'רכבת העמק' עד עין חרוד. בעין חרוד נערכה מועצה אליה נאספו ה'פלוגות' מיגור, עין טבעון, עין המפרץ, גשר (אשדות יעקב) רחובות ועין חרוד. כשהגיעו לחדר האוכל נדהמו לקרוא על לוח המודעות: לאורחים שבאו למועצה: מי הזמין אותכם הנה, למה באתם לאכול את לחמנו?<br/></font>",שנים ראשונות,1000,165,2,2,1210,"הדרך לעין חרוד
קבוצת הליטאים שישבה ברחובות קיבלה הצעות שונות להתיישבות בא""י. חלק יצא לרוחמה וחלק לרמת רחל וחלק נשאר במושבה. לאחר שהוחלט ללכת לעין חרוד יצאה הקבוצה במסע רגלי מרחובות לפתח תקוה. משם ברכבת לחדרה. ברגל לבנימיניה משם ברכבת לזכרון יעקב וחיפה. משם ברגל ליגור אליה הגיעו בלילה. לאחר ששרו עד אור הבוקר, עם יהודה שרת (ולא קיבלו לאכול) המשיכו ב'רכבת העמק' עד עין חרוד. בעין חרוד נערכה מועצה אליה נאספו ה'פלוגות' מיגור, עין טבעון, עין המפרץ, גשר (אשדות יעקב) רחובות ועין חרוד. כשהגיעו לחדר האוכל נדהמו לקרוא על לוח המודעות: לאורחים שבאו למועצה: מי הזמין אותכם הנה, למה באתם לאכול את לחמנו?"
34,בית ישע,ידע אישי,,,"<font size=""3"">בית ההבראה 'בית ישע', הוא חלומן המשותף של ישע סמפטר ולאה ברלין. השתיים שנפגשו בשנות ה- 20 ברחובות חלמו על הקמת מוסד צמחוני בכפר. גבעת ברנר שחבריה נהגו לבקר בביתה היפה של ישע ברחובות הסכימו לקלוט את השתיים כחברות בקיבוץ ויותר מזה, לבנות את בית ההבראה הראשון בתנועה הקיבוצית. באמצע שנות ה- 30 נחנך בית ההבראה ובין דייריו היו יהודים מהתפוצות, חולים לאחר אישפוז, חיילים בריטיים, אנשי פלמ&quot;ח והגנה וחלוצים עבריים שחיפשו שקט בכפר ואוכל בריא. לאה וישע האמינו בשילוב המרפא של אוירת הכפר ובסיוע אדריכל הגנים ויינברג ועוזרו הנאמן דוד קסטן בנו סביב הבית גן מופלא. ישע היתה אמונה על התרבות וחיי החברה, אירגנה ערבי שירה והגות בהם לקחו חלק אנשי האוניברסיטה. לאה ניהלה ביד רמה את בית ההבראה. לאחר שישע נפטרה בשנת 1938 עמסה לאה את הבית על שכמה, הסבה את שמו ל'בית ישע' ונלחמה על אופיו הצמחוני והבריא. בימי המלחמות הובאו פצועים אל 'בית ישע' והתפריט עבר הסבה מסויימת... למורת רוחה של לאה. לאחר שלאה עברה ב'פילוג' לנצר סרני עבר שרביט הניהול לחברי הגבעה שלא בדיוק הקפידו על המורשת הצמחונית של המקום. בשנות ה- 60 היה ב'ית ישע' אחד ממקומות ההבראה הפופולריים בארץ, במיוחד על ותיקי ההסתדרות ברחבי ישראל שזכו להשגחה רפואית צמודה. ערבי תרבות, טיולים באיזור וסרטים בימי רביעי הוכנסו ל'תפריט'. המטבח של רינה, הגן של אריה ובלומה, החנות של ורה ליבק, החמ&quot;ל של ורנר, הסיורים של אריה זליגפלד וה'קמפינלה' של שאול היו לחלק מהנוף. חברים וחברות רבים מצאו בענף האירוח תעסוקה מכובדת אך בשנות ה- 80 לאחר מספר משברים כלכליים נסגר בית ההבראה וחדריו הוסבו למגורי חיילים ודיירים זמניים. בשנות ה- 90 החלו להשכיר את חדרי הבית וההרס של המקום ובייחוד הגן הבוטני המרהיב שהוזנח הם מחזה עגום...</font>",בית ישע,1000,177,2,4,3904,"בית ההבראה 'בית ישע', הוא חלומן המשותף של ישע סמפטר ולאה ברלין. השתיים שנפגשו בשנות ה- 20 ברחובות חלמו על הקמת מוסד צמחוני בכפר. גבעת ברנר שחבריה נהגו לבקר בביתה היפה של ישע ברחובות הסכימו לקלוט את השתיים כחברות בקיבוץ ויותר מזה, לבנות את בית ההבראה הראשון בתנועה הקיבוצית. באמצע שנות ה- 30 נחנך בית ההבראה ובין דייריו היו יהודים מהתפוצות, חולים לאחר אישפוז, חיילים בריטיים, אנשי פלמ""ח והגנה וחלוצים עבריים שחיפשו שקט בכפר ואוכל בריא. לאה וישע האמינו בשילוב המרפא של אוירת הכפר ובסיוע אדריכל הגנים ויינברג ועוזרו הנאמן דוד קסטן בנו סביב הבית גן מופלא. ישע היתה אמונה על התרבות וחיי החברה, אירגנה ערבי שירה והגות בהם לקחו חלק אנשי האוניברסיטה. לאה ניהלה ביד רמה את בית ההבראה. לאחר שישע נפטרה בשנת 1938 עמסה לאה את הבית על שכמה, הסבה את שמו ל'בית ישע' ונלחמה על אופיו הצמחוני והבריא. בימי המלחמות הובאו פצועים אל 'בית ישע' והתפריט עבר הסבה מסויימת... למורת רוחה של לאה. לאחר שלאה עברה ב'פילוג' לנצר סרני עבר שרביט הניהול לחברי הגבעה שלא בדיוק הקפידו על המורשת הצמחונית של המקום. בשנות ה- 60 היה ב'ית י"
35,"פרדס - קיצור תולדות פרדס ג""ב","לקסיקון ג""ב",2008,,"<p style=""TEXT-ALIGN: right; LINE-HEIGHT: 200%; MARGIN: 0cm 0cm 0pt; unicode-bidi: embed; DIRECTION: rtl; tab-stops: 45.05pt"" dir=""rtl"" class=""QtxDos""><font size=""3""><font color=""#003300""><span style=""LINE-HEIGHT: 200%; FONT-SIZE: 12pt"" lang=""HE"">חברים שעבדו בפרדסי הסביבה ולמדו את המלאכה נטעו את פרדס א' בתחילת שנות ה- 30. עם השנים הורחבו הפרדסים, נוספו זני הדרים שונים והפרדס היה לאחד הענפים הגדולים שבג&quot;ב, בעיקר אחרי מלחמת השחרור. הענף שנזקק מדי חורף למאות ידיים עובדות לקטיף ההדרים (ע&quot;ע) הצליח בשנות &ndash; 60 לגייס את החברה בכלל ואת החטיבה בפרט למשימה זו. <font color=""#800000"">בקיץ</font> נשאר צוות מצומצם להשקות, לגזום ולרסס ובעיקר ליהנות מארוחות הבוקר ב'בית הנוצרי', מעשה ידיו של דוידצ'ו. בשנת 1975 כאשר הפתרון לקטיף עבר ל'עבודה שכירה' (ע&quot;ע) ומחירי ההדרים ירדו הוחלט להקטין את הפרדס ל- &#61472;350 &#61488;דונם. <span style=""mso-spacerun: yes"">&nbsp;</span>בשנות ה- 90 עבר הפרדס לעיבוד של חברה חיצונית.<br/><font color=""#0000ff"">עובדי הפרדס לדורותיהם</font>: הנוטעים הראשונים היו זליג אבן אברהם כץ ועוד. בדור הבא היו&nbsp;&nbsp;3 ה&quot;מוטקס'&quot; - רויצקי, גורדון ורשובר ו- 2 ה&quot;מוישעס' - גרשונוביץ ובלאושטיין (שעבד בפרדס אחרי גיל 80!) , יחד אתם היו שמעון אהרון ושלמה רגולר, בדור השני הגיעו חזי ניר אלי בהיר ועודי ירקוני, אחריהם אבנר שילוח הלל מגן ורבים אחרים (מוזמנים לשלוח שמות אל <a href=""mailto:cordi995@bezeqint.net"">cordi995@bezeqint.net</a>)</span></font></font></p><span><font color=""#000000""><font color=""#003300"" size=""3""><font color=""#0000ff"">פרדסים בסביבה</font> - בתולדות ג&quot;ב היו כמה פרדסים שבהם עבדו חברים וחברות בחפירת צלחות השקייה, בגיזום ובקטיף. במרוצת הזמן חלק מהחברים גם ניהלו אותם. בין הפרדסים אליהם הגיעו החברים ברגל מדי יום: פרדס ויינרב, אופנהיים, פיינשטיין, סמילנסקי, ישראל. קרוננברג. לוינזון, קורט לוי ועוד.</font> </font></span>","חקלאות,פרדס",1000,155,2,4,1215,"חברים שעבדו בפרדסי הסביבה ולמדו את המלאכה נטעו את פרדס א' בתחילת שנות ה- 30. עם השנים הורחבו הפרדסים, נוספו זני הדרים שונים והפרדס היה לאחד הענפים הגדולים שבג""ב, בעיקר אחרי מלחמת השחרור. הענף שנזקק מדי חורף למאות ידיים עובדות לקטיף ההדרים (ע""ע) הצליח בשנות &#8211; 60 לגייס את החברה בכלל ואת החטיבה בפרט למשימה זו. בקיץ נשאר צוות מצומצם להשקות, לגזום ולרסס ובעיקר ליהנות מארוחות הבוקר ב'בית הנוצרי', מעשה ידיו של דוידצ'ו. בשנת 1975 כאשר הפתרון לקטיף עבר ל'עבודה שכירה' (ע""ע) ומחירי ההדרים ירדו הוחלט להקטין את הפרדס ל- &#61472;350 &#61488;דונם.  בשנות ה- 90 עבר הפרדס לעיבוד של חברה חיצונית.
עובדי הפרדס לדורותיהם: הנוטעים הראשונים היו זליג אבן אברהם כץ ועוד. בדור הבא היו  3 ה""מוטקס'"" - רויצקי, גורדון ורשובר ו- 2 ה""מוישעס' - גרשונוביץ ובלאושטיין (שעבד בפרדס אחרי גיל 80!) , יחד אתם היו שמעון אהרון ושלמה רגולר, בדור השני הגיעו חזי ניר אלי בהיר ועודי ירקוני, אחריהם אבנר שילוח הלל מגן ורבים אחרים (מוזמנים לשלוח שמות אל cordi995@bezeqint.net)
פרדסים בסביבה - בתולדות ג""ב היו כמה פרדסים שבהם עבדו ח"
36,הדיר,,,,,,1000,1,2,4,673,
37,"סרני מתעניין, אברהם קודח..",אברהם כץ,1927,פלוגת רחובות,"ליד אוהלי הקבוצה ברחובות גרה משפחת סרני שעלתה מאיטליה על מנת להקים משק פרטי. אנצו שכבר דיבר עברית גילה ענין בקבוצת ה'תמהונים' והיה אורח רצוי במתחם. עדה אשתו(בהריון עם הגר) לא גילתה עניין.
יום אחד חלה אברהם וחומו העפיל ל- 40 מעלות. סרני הציע שיבוא אליהם לחדר. אברהם סירב בנימוס: יש לכם ילדה קטנה, אי אפשר. לא היה רופא והאחות לינקובסקי (אח""כ לין שעברה למשמר העמק) נתנה לו זריקה שלא הועילה. בבוקר הוא התעורר בבית סרני, מרוב חום לא הרגיש שהעבירו אותו בלילה. עדה הציעה לו ביצה לארוחת בוקר, הוא סירב בכל תוקף, לא רצה לקבל מזרים שום דבר......
הליטאי העקשן כנראה התרכך ובסוף אכל.
",,1000,1,2,2,1628,"ליד אוהלי הקבוצה ברחובות גרה משפחת סרני שעלתה מאיטליה על מנת להקים משק פרטי. אנצו שכבר דיבר עברית גילה ענין בקבוצת ה'תמהונים' והיה אורח רצוי במתחם. עדה אשתו(בהריון עם הגר) לא גילתה עניין.
יום אחד חלה אברהם וחומו העפיל ל- 40 מעלות. סרני הציע שיבוא אליהם לחדר. אברהם סירב בנימוס: יש לכם ילדה קטנה, אי אפשר. לא היה רופא והאחות לינקובסקי (אח""כ לין שעברה למשמר העמק) נתנה לו זריקה שלא הועילה. בבוקר הוא התעורר בבית סרני, מרוב חום לא הרגיש שהעבירו אותו בלילה. עדה הציעה לו ביצה לארוחת בוקר, הוא סירב בכל תוקף, לא רצה לקבל מזרים שום דבר......
הליטאי העקשן כנראה התרכך ובסוף אכל.
"
38,"סרני מתקרב, להגר יומולדת ומתנה",אברהם כץ,1927,רחובות,"<font size=""3"">סמילנסקי שהיה מקורב לסרני סידר לו עבודה בפרדס. אנצו החברותי שראה עצמו שייך לפועלים ביקש לדבר עם אברהם על ענייני הפועלים. הוא היה צעיר תוסס ומלא רעיונות ודיבר כל הזמן. את יום ההולדת של הגר חגגו בצריף חדר האוכל של הקבוצה ולחגיגה הוזמן דוד כהן &ndash; האבא של 'הנוער העובד' שנתן לפעוטה מתנה &ndash; כרטיס ל'נוער העובד'.<br/></font>",,1000,1,2,2,2042,סמילנסקי שהיה מקורב לסרני סידר לו עבודה בפרדס. אנצו החברותי שראה עצמו שייך לפועלים ביקש לדבר עם אברהם על ענייני הפועלים. הוא היה צעיר תוסס ומלא רעיונות ודיבר כל הזמן. את יום ההולדת של הגר חגגו בצריף חדר האוכל של הקבוצה ולחגיגה הוזמן דוד כהן &#8211; האבא של 'הנוער העובד' שנתן לפעוטה מתנה &#8211; כרטיס ל'נוער העובד'.
39,גבעת ברנר הגדולה - עד הים...,אברהם כץ,1928,ג'בל אל אחג'אר - גבעת האבנים,"<font size=""3"">לאחר שהוחלט לתת את ה- 50 דונם עם 'אופציה' לעוד 200 יצאה קבוצת החלוצים בשבת מרחובות כדי להביט על ה'נכס' ולהתרשם. הם צעדו בין הפרדסים של שילר וסמילנסקי ועלו לגבעה. מצד אחד הם ראו את הים ומהעבר השני נשקפו הרי יהודה. הם מיהרו להביא למקום את נציג 'הקיבוץ המאוחד' תרשיש. זה היה סוף החורף, רוח סתווית (!) חזקה נשבה. השטח המיועד היה מלא קוצים. מרחוק נראו בתי הכפר הערבי מרר שסיפרו שהוא לא סימפטי. אבל החלוצים היו מלאי התפעלות מהשטח. <br/>המראה היה נהדר. על גבעת האבנים עמדו עשרת החברים וחיים בן אשר אמר: &quot;אין דבר נתפשט עד הים!&quot;. הוא ידע לדבר תמיד. לא מעשי, פנטזיונר!!<br/></font>",סיפורי חברים,1000,165,2,2,2269,"לאחר שהוחלט לתת את ה- 50 דונם עם 'אופציה' לעוד 200 יצאה קבוצת החלוצים בשבת מרחובות כדי להביט על ה'נכס' ולהתרשם. הם צעדו בין הפרדסים של שילר וסמילנסקי ועלו לגבעה. מצד אחד הם ראו את הים ומהעבר השני נשקפו הרי יהודה. הם מיהרו להביא למקום את נציג 'הקיבוץ המאוחד' תרשיש. זה היה סוף החורף, רוח סתווית (!) חזקה נשבה. השטח המיועד היה מלא קוצים. מרחוק נראו בתי הכפר הערבי מרר שסיפרו שהוא לא סימפטי. אבל החלוצים היו מלאי התפעלות מהשטח. 
המראה היה נהדר. על גבעת האבנים עמדו עשרת החברים וחיים בן אשר אמר: ""אין דבר נתפשט עד הים!"". הוא ידע לדבר תמיד. לא מעשי, פנטזיונר!!"
