MemberID,PhotoID,MemberPhotoRank
123,3672,1000
123,4797,1000
123,4799,1000
123,4801,1000
123,4892,1000
123,4893,1000
123,5405,2
123,5409,1000
123,5477,1000
123,5853,1000
123,6069,1000
123,6275,1000
123,6296,1000
123,11314,1000
123,11866,2
123,11952,1000
123,14830,1000
123,14953,1000
123,17062,1000
123,18578,1000
123,21854,1000
123,22690,1000
123,22694,1000
123,22700,1000
123,22795,1000
123,23002,1000
123,24142,1000
123,24436,1000
123,24438,1000
124,83,1000
124,2000,1000
124,3505,1000
124,4778,5
124,5247,1000
124,6400,1000
124,6651,1000
124,8627,1000
124,8628,1000
124,8837,1000
124,11360,1000
124,11937,1000
124,11940,1000
124,12694,5
124,14044,1000
124,14045,1000
124,18489,1000
125,2856,1000
125,3729,1000
125,5988,1000
125,5996,1000
125,5997,2
125,8337,1000
125,12242,1
125,12456,3
125,14407,1000
126,85,3
126,86,1000
126,255,1
126,1498,1000
126,2010,1000
126,2404,1000
126,2462,1000
126,2491,1000
126,5317,2
126,6034,1000
126,6035,1000
126,6036,1000
126,6038,1000
126,6852,1000
126,10499,1000
126,11449,1000
126,13195,4
127,87,1000
127,471,1000
127,4337,1000
127,4338,1000
127,5461,1000
127,13114,2
128,567,1000
128,572,1000
128,1819,1000
128,1836,1000
128,1852,1000
128,3846,1000
128,4420,1000
128,4569,1000
128,5005,1000
128,5431,1000
128,5433,1000
128,5450,1000
128,6076,1000
128,6077,1000
128,6259,1000
128,6710,1000
128,6852,1000
128,7544,1000
128,7618,1000
128,7619,1000
128,7625,1000
128,8176,1000
128,8326,1000
128,10945,1000
128,11134,1000
128,11136,1000
128,11365,1000
128,14017,1000
128,14018,1000
128,14701,1000
128,14704,1000
128,14762,1000
128,14775,1000
128,15294,1000
128,15304,1000
128,16378,1000
128,16469,1000
128,18459,1000
128,19272,1000
128,19512,1000
128,20900,1000
128,21707,1000
128,22998,1000
128,23957,1000
128,23959,1000
129,110,1000
129,2115,1000
129,3428,1000
129,3569,1000
129,3672,1000
129,4328,1000
129,4335,1000
129,4346,1000
129,5518,1000
129,5733,1000
129,5806,1000
129,6069,1000
129,11845,1000
129,13513,2
129,14953,1000
129,17076,1000
129,17212,1000
129,18473,1000
129,21817,1000
129,21821,1000
129,21823,1000
129,21842,1000
129,24142,1000
130,717,1000
130,1818,1000
130,1828,1000
130,1846,1000
130,2918,1000
130,4103,1000
130,6436,1000
130,6581,5
130,8899,1000
130,8901,1000
130,11428,1000
130,12209,1000
130,12515,4
130,13303,3
130,14311,1000
130,15136,1000
130,15139,1000
130,17035,1000
130,23501,1000
131,519,1000
131,777,1000
131,1483,1000
131,2377,2
131,2390,2
131,2448,1
131,2582,1000
131,5539,1000
131,7582,1000
131,11339,1000
131,12173,1000
131,12203,1000
131,12978,2
132,117,1
132,343,1
132,775,1
132,1489,1
132,1698,1000
132,1700,1000
132,2143,1000
132,2659,1000
132,2698,1000
132,3193,1000
132,3363,1000
132,3569,1000
132,3572,2
132,3573,1
132,3574,1000
132,3576,1000
132,3577,1
132,3579,1000
132,3580,1000
132,3581,1000
132,3672,1000
132,5576,1000
132,14953,1000
132,17064,1000
132,18502,1000
132,21524,1000
132,21817,1000
132,21823,1000
132,21866,1000
132,24142,1000
133,125,1
133,126,1000
133,127,1
133,128,1
133,777,1000
133,7545,1000
133,7933,1000
133,8383,1000
133,8384,1000
133,11048,1000
133,11371,6
133,11379,1000
133,15703,1000
134,180,1
134,181,1
134,182,3
134,183,1
134,186,3
134,1168,1
134,4742,1000
134,11835,1
134,12214,1000
134,12215,1000
134,12216,2
134,12217,1000
134,12219,1000
134,12228,1000
134,12236,1000
134,18505,1000
134,23376,1000
135,189,2
135,555,1000
135,867,1000
135,2729,1000
135,2741,1000
135,2765,1000
135,2779,1000
135,3628,1000
135,3629,1000
135,4072,4
135,6847,1000
135,6848,1000
135,6971,1000
135,11148,1000
135,12799,2
135,15117,1000
135,15118,1000
135,15120,1000
136,1320,1000
136,1321,1000
136,2721,1000
136,2724,1000
136,2739,1000
136,2765,1000
136,2790,1000
136,3277,2
136,3992,1000
136,4118,1000
136,5871,1000
136,9236,1000
136,12487,1000
136,12963,3
136,16462,1000
136,16463,1000
136,16511,1000
136,16512,1000
136,21292,1000
136,21460,1000
136,21462,1000
136,22542,1000
137,190,1
137,191,1
137,192,1
137,193,1
137,194,1
137,195,1
137,196,1
137,364,1000
137,572,1000
137,1004,1000
137,1005,1000
137,1006,1000
137,1007,1000
137,1011,1000
137,1397,1000
137,1829,1000
137,3697,1000
137,3748,1000
137,4386,1000
137,5811,1000
137,5897,1000
137,6870,1000
137,7144,1000
137,7457,1000
137,8192,1000
137,8196,1000
137,8987,1000
137,11027,1000
137,11029,1000
137,11031,1000
137,11123,1000
137,11252,5
137,11286,1000
137,11292,1000
137,11300,1000
137,11396,1000
137,11476,1000
137,12153,1000
137,13655,1000
137,13802,1000
138,190,1
138,195,1
138,966,1000
138,1004,1000
138,6337,1000
138,6591,1000
138,6595,1000
138,6914,1000
138,6915,1000
138,6931,1000
138,6932,1000
138,7589,1
138,8339,1000
138,9688,1000
138,9689,1000
138,11131,1000
138,12198,1000
138,12879,1
138,14708,1000
139,215,1
139,1382,1000
139,2804,1000
139,2806,1000
139,2812,1
139,2814,1000
139,2815,1000
139,3029,1000
139,3968,1000
139,3970,1000
140,147,1000
140,190,1000
140,767,1000
140,1004,1000
140,11159,1000
140,11289,1000
140,11932,1000
140,23064,1000
140,23065,1000
140,23066,1000
141,190,1000
141,195,1000
141,1004,1000
141,3674,1000
141,4012,1000
141,4657,3
141,4796,1000
141,4803,1000
141,5278,1000
141,5530,1000
141,11035,1000
141,12285,3
141,12592,1
141,13313,2
142,61,1000
142,364,1000
142,1209,1000
142,1587,1000
142,2003,1000
142,2938,2
142,2939,1000
142,2941,1000
142,5884,1000
142,5886,1000
142,10950,1000
142,11296,1000
142,11305,1000
142,11306,1000
142,11472,1000
142,12747,4
142,13321,3
142,13654,1000
142,13655,1000
142,13712,1000
142,13713,1000
142,13714,1000
142,13715,1000
143,61,1000
143,260,1000
143,1017,1000
143,3648,1000
143,4806,1000
143,4807,3
143,12462,1
143,13331,1000
144,114,1000
144,1903,2
144,3357,1000
144,3743,1000
144,4841,1000
144,4879,1000
144,4882,1000
144,5478,1000
144,11128,1000
144,13220,5
144,13839,1000
144,13840,2
144,14232,1000
144,14234,1000
144,14237,1000
144,16469,1000
145,114,1000
145,1900,2
145,12073,1000
146,114,1000
146,829,1000
146,2956,1
146,4913,1000
146,7541,1000
146,9267,1000
146,9335,1000
146,9684,1000
146,11922,1000
146,12176,1000
148,192,1000
148,194,1000
148,1933,1000
148,3859,1000
148,4386,1000
148,11922,1000
148,14372,1000
148,14783,1000
148,14784,1000
148,14786,1000
148,15015,1000
148,15496,1000
148,15709,1000
148,18323,1000
148,18481,1000
148,18482,1000
148,23657,1000
148,23667,1000
148,23775,1000
148,24258,1000
148,24259,1000
149,147,1000
149,192,1000
149,194,1000
149,361,1000
149,362,1000
149,1284,1000
149,6471,1000
149,6699,1000
149,7631,1000
149,7786,1000
149,8006,1000
149,8383,1000
149,8384,1000
149,8385,1000
149,8726,1000
149,9328,1000
149,9429,2
149,11222,1000
149,14773,1000
149,14789,1000
149,15012,1000
149,15112,1000
149,15626,1000
149,18571,1000
150,249,1
150,251,1
150,252,1000
150,253,1
150,254,3
150,698,1000
150,699,1000
150,1276,1000
150,1277,1000
150,1280,1000
150,1458,1000
150,1729,1000
150,6332,1000
150,8990,1000
152,277,1
152,278,1
152,279,1
152,280,1000
152,281,1000
152,282,1000
152,283,1000
152,284,1000
152,285,1000
152,846,1000
152,892,1000
152,893,1000
152,908,1000
152,909,1000
152,946,1000
152,947,1000
152,948,1000
152,949,1000
152,1488,1000
152,1639,1000
152,1745,1000
152,1746,1000
152,1747,1000
152,1748,1000
152,1749,1000
152,1751,1000
152,1752,1000
152,2152,1000
152,6838,1000
152,6841,1000
152,6842,1
152,7743,1000
152,7765,1000
152,7766,1000
152,7767,1000
152,7768,1000
152,7769,1000
152,7770,1000
152,7771,1000
152,8495,1000
152,8496,1000
152,8497,4
152,8603,1000
152,8873,1000
152,9204,1000
152,14966,1000
152,15027,1000
152,15028,3
152,15030,1000
152,15032,1000
152,15034,1000
152,15036,1000
152,15039,1000
152,15040,1000
152,15041,1000
152,15044,1000
152,15045,1000
152,15046,1000
152,15047,1000
152,15049,1000
152,15050,1000
152,15051,1000
152,16793,1000
152,18487,1000
152,18489,1000
152,18490,1000
152,18491,1000
152,18497,1000
152,18762,1000
153,11426,1000
153,14708,1000
153,19510,1000
153,19511,1000
154,302,1
154,12395,2
154,12804,1000
157,347,1
157,1326,1000
157,1327,1000
157,3179,1000
157,3186,1000
157,3278,1000
157,3287,1
157,3759,1000
157,3761,1000
157,3853,1000
157,4575,1000
157,5314,1000
157,5613,1000
157,5781,1000
157,6084,1000
157,6085,1000
157,6086,1000
157,6087,1000
157,6089,1000
157,6094,2
157,6121,1000
157,6224,1000
157,8243,1000
157,9589,1000
157,10547,1000
157,12162,1000
157,12163,1000
157,12167,1000
157,12170,1000
157,15263,1000
157,21039,1000
157,22376,1000
157,22378,1000
157,22440,1000
157,23406,1000
158,359,1
158,1159,1
158,2148,1000
158,3462,1000
158,4412,1000
158,4416,1000
158,4417,1000
158,4439,1000
158,4451,1000
158,5462,1000
158,5715,1000
158,5716,1000
158,5717,1000
158,5718,1000
158,5720,1000
158,5722,1000
158,8265,1000
158,11267,1000
158,11908,1000
159,369,1
159,2084,1000
159,2912,1000
159,2913,1000
159,12601,3
159,13627,1000
160,377,1
160,557,1
160,1000,1000
160,1483,1000
160,1676,1000
160,1810,1000
160,1817,1000
160,3375,1000
160,3614,1000
160,3615,1000
160,4002,1000
160,4256,1000
160,4934,1000
160,7007,1000
160,7008,1000
160,7886,1000
160,7887,1000
160,7890,1000
160,7891,1000
160,7902,1000
160,7903,1000
160,7905,1000
160,7912,1000
160,7916,1000
160,7949,1000
160,10475,1000
160,10476,1000
160,10485,1000
160,10486,1000
160,10869,1000
160,11109,1000
160,11401,1000
160,11701,1000
160,11767,1000
160,13739,1000
160,14260,1000
160,14314,1000
160,14952,1000
160,14953,1000
160,16545,1000
160,18503,1000
161,377,1
161,6028,1000
161,11294,1000
161,11398,1000
161,11433,1000
161,11434,1000
161,11436,1000
161,11458,1000
161,13411,2
162,435,2
162,1017,1000
162,4153,1000
162,4156,4
162,4157,1000
162,5777,1000
162,5780,1000
162,6232,5
162,6233,1
162,6234,1000
162,7559,1000
162,8664,1000
162,8860,1000
162,8863,2
162,10644,1000
162,15881,1000
162,20789,1000
162,22682,1000
162,22999,1000
162,23003,1000
163,3403,1000
163,4234,1000
163,4237,1000
163,4238,1
163,4244,1000
163,4956,1000
163,4957,1000
163,5046,1000
163,5055,1000
163,5069,1000
163,5071,2
163,5453,1000
163,5607,1000
163,5610,1000
163,5611,1000
163,5765,1000
163,12299,2
163,13185,1000
164,498,1
164,2016,1000
164,3259,1000
164,6969,1000
164,7149,1000
164,11722,1000
165,501,1
165,2597,1000
165,3279,1000
165,3292,1000
165,3804,1000
165,3811,1000
165,3812,1000
165,3814,1000
165,3815,1000
165,3816,1000
165,4664,1000
165,4736,1000
165,4786,1000
165,5116,1000
165,5119,1000
165,5121,1000
165,6700,1000
165,11111,1000
165,11290,1000
165,11372,1000
165,11644,4
165,11841,1000
165,12174,1000
165,12998,4
165,13802,1000
165,14618,1000
165,14806,1000
165,15704,1000
165,18504,1000
165,19509,1000
165,20504,1000
166,334,1000
166,506,1
166,526,1000
166,710,1000
166,1153,1000
166,1154,1000
166,1155,1000
166,1483,1000
166,1551,1000
166,2044,1000
166,2045,1000
166,2063,1000
166,2078,1000
166,2381,1000
166,2483,1000
166,2906,1000
166,3023,1000
166,3438,1000
166,3547,1000
166,3557,5
166,4105,1000
166,5811,1000
166,5830,1000
166,10404,1000
166,10665,1000
166,10682,1000
166,10698,1000
166,10703,1000
166,10705,1000
166,11058,1000
166,11324,1000
166,11339,1000
166,11341,1000
166,11342,1000
166,11354,1000
166,11355,1000
166,11358,1000
166,11359,5
166,11419,1000
166,12576,6
166,13627,1000
166,13696,1000
166,13697,1000
166,13698,1000
166,13699,1000
166,13700,1000
166,13701,1000
166,13702,1000
166,13703,1000
166,13705,1000
166,13706,1000
166,13707,1000
166,13708,1000
166,13709,1000
166,13710,1000
166,13711,1000
166,13712,1000
166,13713,1000
166,13714,1000
166,13715,1000
166,15049,1000
166,18406,1000
166,18407,1000
166,18408,1000
166,18409,1000
166,18410,1000
166,18411,1000
166,18412,1000
166,18413,1000
166,18414,1000
166,18415,1000
166,18416,1000
166,18417,1000
166,18418,1000
166,18419,1000
166,18420,1000
166,18421,1000
166,19355,1000
166,19356,1000
166,19357,1000
166,19358,1000
166,19359,1000
166,19360,1000
166,19361,1000
166,19362,1000
166,19363,1000
166,19364,1000
166,19365,1000
166,19366,1000
166,19367,1000
166,19368,1000
166,19369,1000
166,19370,1000
166,19406,1000
166,19407,1000
166,19408,1000
166,19409,1000
166,19410,1000
166,19412,1000
166,19413,1000
166,19414,1000
166,19415,1000
166,19417,1000
166,19418,1000
166,22919,1000
166,22920,1000
167,334,1000
167,506,1
167,519,1000
167,551,1
167,1483,1000
167,1809,1000
167,2063,1000
167,2078,1000
167,2165,1000
167,2483,1000
167,2605,1000
167,3569,1000
167,3672,1000
167,4339,1000
167,4852,1000
167,4854,1000
167,5488,1000
167,5734,1000
167,5807,1000
167,6609,1000
167,6612,1000
167,6613,1000
167,7196,1000
167,8216,1000
167,8242,1000
167,11357,1000
167,11358,1000
167,11845,1000
167,12082,1000
167,13514,1000
167,14491,1000
167,15433,1000
167,18320,1000
167,18321,1000
167,18322,1000
167,18466,1000
167,18663,1000
167,20500,1000
167,23931,1000
167,23934,1000
168,540,1
168,687,1
168,1807,2
168,1887,1000
168,3058,1000
168,6615,4
168,6616,1000
168,6868,1000
168,6869,1000
168,8179,1000
168,11013,1000
168,12547,3
168,13190,1000
168,22946,1000
169,195,1000
169,546,1000
169,11464,1000
169,11581,1000
169,13552,3
170,564,1
170,777,1000
170,827,1000
170,1830,1000
170,1846,1000
170,3247,1000
170,3491,1000
170,3495,1000
170,3496,1000
170,11159,1000
170,11249,1000
170,11304,1000
170,11355,1000
170,11445,5
170,11449,1000
170,13264,1000
170,17213,1000
171,460,1000
171,573,1
171,1893,1000
171,5386,1000
171,6695,1000
171,8377,4
171,9233,1000
171,9701,1000
171,10496,1000
171,10500,1000
171,11106,3
171,11142,1000
171,12078,4
171,14307,1000
171,14589,1000
171,15239,1000
171,15520,1000
171,15521,1000
171,15522,1000
171,15523,1000
171,17723,1000
171,18782,1000
171,18783,1000
171,18784,1000
171,23615,1000
172,175,1000
172,389,1000
172,577,1
172,578,1
172,3483,1000
172,4372,1000
172,7784,1000
172,9119,1000
172,9154,1000
172,9155,1000
172,10506,1000
172,10507,1000
172,12109,1000
172,16539,1000
172,16540,1000
172,18456,1000
172,18985,1000
172,19005,1000
172,21986,1000
172,24036,1000
173,579,1
173,4881,1000
173,4883,1000
173,5407,1000
173,5981,1000
173,6913,1000
173,7462,3
173,7585,1000
173,8588,1000
173,8724,1000
173,11914,1000
173,13816,1000
173,14252,1000
173,14703,1000
173,15887,1000
173,17263,1000
173,17279,1000
173,18233,1000
173,18235,1000
173,18236,1000
173,21025,1000
173,21027,1000
173,21031,1000
173,21039,1000
173,21220,1000
173,21707,1000
173,23737,1000
173,24041,1000
174,584,1
174,599,1
174,1210,1000
174,1909,1000
174,3861,1000
174,5629,1000
174,5630,1000
174,5842,1000
174,5849,1000
174,6039,1000
174,8242,1000
174,11086,1000
174,11211,1000
174,11346,1000
174,11975,1000
174,12165,1000
174,12169,1000
174,12171,1000
174,12173,1000
174,14702,1000
174,14703,1000
174,15450,1000
174,15454,1000
174,17372,1000
174,17377,1000
174,23076,1000
174,24014,1000
176,607,1
177,636,1
177,6296,1000
177,6699,1000
177,7125,1000
177,7721,1000
177,8049,1000
177,8419,1000
177,8420,1000
177,8421,1000
177,8425,1000
177,9449,1000
177,9475,1000
177,12145,2
177,13806,1000
177,15585,1000
177,15622,1000
177,15888,1000
177,19609,1000
177,19615,1000
177,19617,1000
177,19620,1000
177,19629,1000
177,19633,1000
177,19641,1000
177,21382,1000
177,23409,1000
177,23413,1000
177,24028,1000
177,24042,1000
177,24051,1000
178,648,1
178,6718,1000
178,8093,1000
178,13781,1000
178,13784,1000
178,13794,1000
178,15879,1000
178,17261,1000
178,20325,1000
178,20326,1000
178,21337,1000
178,21353,1000
179,649,1
179,4014,1000
179,6063,1000
179,6353,1000
179,10533,1000
179,11083,1000
179,11084,1000
179,11515,1000
179,11622,4
179,12223,1000
179,12226,1000
179,13784,1000
179,14591,1000
179,14795,1000
179,14799,1000
179,14801,1000
179,15237,1000
179,18462,1000
179,21364,1000
180,654,1
180,1971,1000
180,2982,1000
180,4383,1000
180,6061,2
180,6277,1000
180,6280,1000
180,6282,1000
180,6286,1000
180,6790,1000
180,7007,1000
180,7008,1000
180,8588,1000
180,8716,1000
180,8717,1000
180,11084,1000
180,11198,1000
180,13770,1000
180,13774,1000
180,13775,1000
180,13776,1000
180,13777,1000
180,13778,3
180,13780,1000
180,13781,1000
180,13782,1000
180,13783,1000
180,13784,1000
180,13785,1000
180,13786,1000
180,13787,1000
180,13788,1000
180,13789,1000
180,13790,1000
180,13791,2
180,13792,1000
180,13794,1000
180,13795,1000
180,13796,1000
180,13797,1000
180,13798,1000
180,13799,1000
180,13804,1000
180,13805,1000
180,13810,1000
180,13814,1000
180,17279,1000
180,19278,1000
180,20325,1000
180,21038,1000
180,21337,1000
180,21360,1000
180,21707,1000
180,22650,1000
181,462,1000
181,656,1
181,6287,1000
181,11163,1000
181,13777,1000
181,13782,1000
181,13784,1000
181,13898,1000
181,14381,1000
181,18457,1000
181,21337,1000
181,21358,1000
182,147,1000
182,361,1000
182,362,1000
182,660,1
182,1164,1000
182,1284,1000
182,1969,2
182,3435,1000
182,3775,1000
182,6265,1000
182,6913,1000
182,10146,1000
182,10154,1000
182,12208,1000
182,12209,1000
182,12213,1000
182,13671,1000
182,13672,1000
182,15072,1000
182,17030,1000
182,17035,1000
183,670,1
183,687,1
183,1887,1000
183,5057,1000
183,6226,1000
183,6227,1000
183,6228,1000
183,6229,1000
183,12010,3
183,12053,1000
184,687,1
184,1165,1000
184,1887,1000
184,2249,1000
184,2255,1000
184,2791,1000
184,3430,1000
184,5057,1000
184,6152,1000
184,6543,1000
184,6615,4
184,6616,1000
184,7950,1000
184,12849,3
184,13556,3
184,19002,1000
184,19511,1000
184,20896,1000
184,22945,1000
184,22946,1000
184,22947,1000
184,22948,1000
185,689,1
185,1654,1000
185,8594,1000
185,9150,1000
185,11293,1000
185,11428,1000
185,11430,1000
185,11434,1000
185,11456,4
185,11724,5
185,18503,1000
185,21669,1000
186,689,1
186,9150,1000
186,11147,1000
186,11429,1000
186,11463,1000
186,12069,3
186,18503,1000
187,653,1000
187,7182,1000
187,13784,1000
187,15017,1000
187,21361,1000
188,657,1000
188,4575,1000
188,5314,1000
188,5609,1000
188,5613,1000
188,6523,1000
188,6524,1000
188,6830,1000
189,662,1000
189,666,1000
189,1882,1000
189,3689,1000
189,3690,1000
189,3743,1000
189,7635,2
189,7791,1000
189,11927,1000
189,12052,1000
190,651,1000
190,6871,1000
190,9054,1000
190,11032,1000
190,21338,1000
191,681,1000
191,686,2
191,3734,1000
191,3835,1000
191,5134,1000
191,7309,1000
191,10955,1000
191,14259,1000
191,14262,1000
191,14701,1000
192,460,1000
192,463,1000
192,664,1000
192,1642,1000
192,4381,1000
192,4741,1000
192,11734,4
192,11809,1000
192,12074,1000
192,15125,1000
192,21669,1000
192,21695,1000
192,23940,1000
193,635,1000
193,1302,1000
193,7271,2
193,7802,2
193,21340,1000
193,21346,1000
194,629,1000
194,989,1000
194,3857,1000
194,5093,1000
194,5910,1000
194,8247,1000
194,8387,1000
194,9223,1000
194,9479,1000
194,9483,1000
194,9596,1000
194,10504,1000
194,15450,1000
194,15452,1000
194,23076,1000
194,23661,1000
195,658,1000
195,2982,1000
195,6265,1000
195,6498,2
195,6658,1000
195,6931,1000
195,6932,1000
195,8683,1000
195,8686,1000
195,9335,1000
195,9684,1000
195,9685,1000
195,11039,1000
195,13784,1000
195,21339,1000
195,22692,1000
195,22694,1000
195,22701,1000
196,652,1000
196,1227,1000
196,1874,1000
196,6294,1000
196,6471,1000
196,7190,1000
196,11959,1000
196,13784,1000
196,13794,1000
196,14308,1000
196,14463,1000
196,15599,1000
196,21378,1000
197,671,1000
197,11039,1000
197,21367,1000
197,24295,1
198,644,1000
198,5108,1000
198,7060,1000
198,7953,1000
198,8716,1000
198,8717,1000
