MemberID,FixedRandomValue,MemberPhotoRank
93,"7.400830.454271,8335",1000
93,"7.400830.473595,15103",1000
93,"7.40083-0.52813,11138",1000
93,"7.40083-0.539898,10852",1000
93,"7.400830.596825,15298",1000
93,"7.40083-0.633142,11379",1000
93,"7.400830.673717,11444",1000
93,"7.400830.745418,10964",1000
93,"7.40083-0.762101,15097",1000
93,"7.400830.766951,15703",1000
93,"7.400830.767926,10899",1000
93,"7.40083-0.780779,10933",1000
93,"7.40083-0.833832,14950",1000
93,"7.40083-0.850954,11137",1000
93,"7.400830.923575,8311",1000
93,"7.40083-0.937141,10958",1000
93,"7.40083-0.967887,10864",1000
93,"7.40083-0.970345,13819",1000
93,"7.40083-0.976211,15099",1000
93,"7.40083-0.977299,10932",1000
93,"7.40083-0.980708,8331",1000
93,"7.400830.987275,10938",1000
93,"7.40083-0.989422,10891",1000
93,"7.400830.994117,8324",1000
93,"7.40083-0.997446,10945",1000
93,"7.40083-0.999257,1018",1000
94,"1.73205-0.37663,10643",3
94,"7.40083-0.101017,10656",1000
94,"7.400830.10289,6632",1000
94,"7.40083-0.350709,6631",1000
94,"7.400830.501199,9075",1000
94,"7.400830.535924,7559",1000
94,"7.400830.60583,10664",1000
94,"7.40083-0.730962,6630",1000
94,"7.40083-0.799558,8656",1000
94,"7.40083-0.806842,7553",1000
94,"7.400830.843755,11155",1000
94,"7.40083-0.850954,11137",1000
95,"7.400830.0284086,15667",1000
95,"7.40083-0.0948531,11139",1000
95,"7.40083-0.132584,14469",1000
95,"7.40083-0.52813,11138",1000
95,"7.400830.840109,11103",1000
95,"7.40083-0.850954,11137",1000
95,"7.400830.867677,15717",1000
95,"7.400830.964643,15637",1000
96,"1.565080.74692,12816",2
96,"1.565080.982988,12681",2
96,"7.400830.0430631,3629",1000
96,"7.400830.418233,7836",1000
96,"7.40083-0.427086,11324",1000
96,"7.400830.734929,7413",1000
96,"7.40083-0.817813,717",1000
96,"7.40083-0.986394,895",1000
96,"7.400830.994883,14397",1000
96,"7.400830.998166,14329",1000
98,"7.400830.362302,3555",1000
98,"7.400830.983093,3558",1000
99,"1.316070.999981,3258",1
99,"1.565080.399003,2852",2
99,"1.56508-0.569153,12441",2
99,"1.73205-0.856533,2340",3
99,"7.400830.0817306,327",1000
99,"7.40083-0.119346,2056",1000
99,"7.400830.335867,2893",1000
99,"7.400830.436425,2457",1000
99,"7.40083-0.613581,13122",1000
99,"7.40083-0.855951,3266",1000
100,"1.56508-0.734669,3413",2
100,"1.73205-0.863253,2896",3
100,"1.732050.994922,3571",3
100,"7.40083-0.27445,16858",1000
100,"7.400830.283841,14400",1000
100,"7.400830.517545,4622",1000
100,"7.40083-0.537199,2341",1000
100,"7.400830.704651,20949",1000
100,"7.40083-0.762466,15560",1000
100,"7.40083-0.817813,717",1000
100,"7.400830.846072,3570",1000
100,"7.40083-0.912162,15222",1000
100,"7.40083-0.918965,1332",1000
100,"7.40083-0.976857,1495",1000
100,"7.400830.986148,22609",1000
100,"7.400830.994998,1379",1000
101,"1.31607-0.215363,54",1
101,"1.56508-0.923502,2898",2
101,"1.86121-0.0253982,12569",4
101,"1.86121-0.440643,12536",4
101,"7.400830.0541385,11044",1000
101,"7.400830.115055,11173",1000
101,"7.400830.244278,13196",1000
101,"7.40083-0.293916,190",1000
101,"7.40083-0.352821,4779",1000
101,"7.400830.387242,2212",1000
101,"7.400830.398486,3315",1000
101,"7.400830.412066,3310",1000
101,"7.400830.556567,60",1000
101,"7.400830.632425,11662",1000
101,"7.400830.757216,2211",1000
101,"7.40083-0.958982,4777",1000
101,"7.40083-0.964738,6941",1000
101,"7.40083-0.967745,11327",1000
101,"7.400830.986703,19831",1000
101,"7.40083-0.99051,1004",1000
101,"7.400830.993489,3748",1000
101,"7.40083-0.993849,4763",1000
101,"7.400830.997185,3122",1000
101,"7.40083-0.999663,3755",1000
102,"1.316070.648597,56",1
102,"1.565080.919631,57",2
102,"1.96799-0.253038,12800",5
102,"7.40083-0.0468054,21727",1000
102,"7.400830.118585,19596",1000
102,"7.400830.12886,5815",1000
102,"7.40083-0.205605,19603",1000
102,"7.400830.251587,19602",1000
102,"7.40083-0.335877,19595",1000
102,"7.40083-0.40762,22972",1000
102,"7.400830.456942,21939",1000
102,"7.400830.467633,7155",1000
102,"7.400830.482018,22974",1000
102,"7.400830.548247,19597",1000
102,"7.40083-0.619797,19604",1000
102,"7.400830.648313,5820",1000
102,"7.400830.656161,19601",1000
102,"7.40083-0.779361,3917",1000
102,"7.400830.863247,19598",1000
102,"7.40083-0.904363,19605",1000
102,"7.400830.923506,19600",1000
102,"7.400830.997707,19599",1000
102,"7.400830.998333,58",1000
102,"7.40083-0.99979,19606",1000
104,"7.40083-0.0406178,68",1000
104,"7.40083-0.182378,16545",1000
104,"7.400830.202855,586",1000
104,"7.400830.27443,16546",1000
104,"7.40083-0.481206,67",1000
104,"7.400830.589243,4822",1000
104,"7.400830.772122,70",1000
104,"7.400830.945823,4265",1000
104,"7.40083-0.966353,12034",1000
104,"7.40083-0.967315,3986",1000
104,"7.40083-0.973096,1317",1000
104,"7.40083-0.986331,11721",1000
104,"7.40083-0.999381,18462",1000
106,"1.732050.994922,3571",3
106,"1.732050.999801,2441",3
106,"1.86121-0.50429,11710",4
106,"7.400830.080405,21516",1000
106,"7.40083-0.16791,21523",1000
106,"7.400830.288531,21522",1000
106,"7.400830.302165,18044",1000
106,"7.400830.515759,21517",1000
106,"7.40083-0.590918,4615",1000
106,"7.400830.684628,21521",1000
106,"7.400830.69496,18045",1000
106,"7.40083-0.733136,1561",1000
106,"7.40083-0.817813,717",1000
106,"7.40083-0.833832,14950",1000
106,"7.400830.843247,21518",1000
106,"7.400830.846072,3570",1000
106,"7.40083-0.900642,1371",1000
106,"7.400830.937542,21520",1000
106,"7.400830.968917,3666",1000
106,"7.40083-0.976211,15099",1000
106,"7.400830.983471,12995",1000
106,"7.40083-0.991172,22820",1000
106,"7.400830.994377,21519",1000
106,"7.400830.99792,5614",1000
107,"1.732050.179416,13447",3
107,"1.732050.994922,3571",3
107,"7.40083-0.106446,3997",1000
107,"7.40083-0.250845,2050",1000
107,"7.400830.283841,14400",1000
107,"7.40083-0.368434,2178",1000
107,"7.400830.387585,3664",1000
107,"7.400830.397792,1635",1000
107,"7.40083-0.418059,2423",1000
107,"7.400830.50542,505",1000
107,"7.40083-0.54684,1506",1000
107,"7.400830.550931,5616",1000
107,"7.40083-0.704908,1629",1000
107,"7.40083-0.714452,3961",1000
107,"7.40083-0.724378,2201",1000
107,"7.400830.757459,3665",1000
107,"7.400830.790203,1568",1000
107,"7.40083-0.817813,717",1000
107,"7.400830.843247,21518",1000
107,"7.400830.846072,3570",1000
107,"7.40083-0.870011,2694",1000
107,"7.400830.874616,22814",1000
107,"7.400830.90493,1584",1000
107,"7.400830.965576,1570",1000
107,"7.400830.968824,2210",1000
107,"7.400830.99792,5614",1000
107,"7.400830.998938,1624",1000
108,"1.56508-0.624072,12945",2
108,"1.732050.153636,12630",3
108,"1.861210.696053,8557",4
108,"7.400830.104023,9144",1000
108,"7.400830.275882,6646",1000
108,"7.400830.3122,1150",1000
108,"7.400830.340994,7150",1000
108,"7.400830.395897,5630",1000
108,"7.400830.414634,5625",1000
108,"7.400830.654457,21453",1000
108,"7.400830.710224,2235",1000
108,"7.400830.775701,12002",1000
108,"7.400830.821258,11223",1000
108,"7.400830.829649,1146",1000
108,"7.40083-0.830587,19237",1000
108,"7.400830.841026,9714",1000
108,"7.400830.849666,7576",1000
108,"7.40083-0.857892,11314",1000
108,"7.400830.862591,9319",1000
108,"7.400830.864009,9698",1000
108,"7.400830.896509,21491",1000
108,"7.40083-0.945761,9678",1000
108,"7.40083-0.977654,7159",1000
108,"7.400830.991443,1147",1000
108,"7.400830.992986,11333",1000
108,"7.400830.993932,9713",1000
108,"7.400830.999774,2046",1000
109,"7.40083-0.0314188,18765",1000
109,"7.400830.41685,18766",1000
109,"7.40083-0.473117,18764",1000
109,"7.40083-0.815867,18763",1000
109,"7.40083-0.830272,18774",1000
110,"7.400830.123275,15517",1000
110,"7.40083-0.331424,15518",1000
110,"7.400830.46298,22611",1000
110,"7.400830.573337,16796",1000
110,"7.400830.76175,18770",1000
110,"7.400830.80918,22610",1000
110,"7.40083-0.99097,3782",1000
111,"1.565080.495479,13360",2
111,"1.56508-0.994319,12348",2
111,"7.400830.915669,3012",1000
112,"7.40083-0.982953,18094",1000
113,"1.56508-0.0503871,2390",2
113,"1.73205-0.264294,2336",3
113,"1.73205-0.951881,13397",3
113,"7.400830.0567734,2070",1000
113,"7.400830.27535,10519",1000
113,"7.40083-0.377162,5596",1000
113,"7.40083-0.392093,3458",1000
113,"7.400830.67455,10518",1000
113,"7.40083-0.889494,13588",1000
113,"7.400830.975053,2849",1000
113,"7.400830.995738,10516",1000
113,"7.40083-0.999991,10523",1000
114,"1.565080.270631,13305",2
114,"1.86121-0.590918,4615",4
114,"7.400830.0317806,3813",1000
114,"7.40083-0.305773,23408",1000
114,"7.400830.816076,3815",1000
114,"7.40083-0.817813,717",1000
114,"7.40083-0.939226,4762",1000
114,"7.400830.988041,3816",1000
115,"1.565080.670084,12380",2
115,"1.967990.385672,13101",5
115,"7.400830.138741,2860",1000
115,"7.400830.216465,872",1000
115,"7.40083-0.416521,3812",1000
115,"7.40083-0.717208,720",1000
115,"7.400830.816076,3815",1000
115,"7.40083-0.817813,717",1000
115,"7.400830.965723,1107",1000
115,"7.400830.988041,3816",1000
116,"1.316070.989853,2713",1
116,"1.56508-0.226561,12909",2
116,"7.400830.995738,10516",1000
116,"7.40083-0.999991,10523",1000
117,"1.31607-0.264469,13625",1
117,"7.400830.791583,3420",1000
118,"1.73205-0.0500046,13216",3
118,"1.861210.231865,2866",4
118,"1.86121-0.424024,8546",4
118,"1.967990.998956,12450",5
118,"7.400830.602684,7423",1000
118,"7.400830.774268,2848",1000
118,"7.40083-0.817813,717",1000
118,"7.400830.894924,7424",1000
118,"7.400830.984276,7411",1000
119,"1.316070.373325,3424",1
119,"7.40083-0.300033,17212",1000
119,"7.40083-0.817813,717",1000
119,"7.40083-0.994197,3428",1000
120,"7.40083-0.215363,54",1000
120,"7.400830.556567,60",1000
120,"7.400830.734546,7876",1000
120,"7.400830.995876,616",1000
121,"1.56508-0.997199,8167",2
121,"7.40083-0.656146,13803",1000
121,"7.40083-0.708236,80",1000
121,"7.40083-0.859621,8166",1000
121,"7.400830.900559,6784",1000
122,"1.565080.921398,12941",2
122,"7.400830.00283047,14387",1000
122,"7.40083-0.0295152,18663",1000
122,"7.400830.16792,4821",1000
122,"7.40083-0.300033,17212",1000
122,"7.40083-0.319873,81",1000
122,"7.40083-0.621874,6072",1000
122,"7.40083-0.631262,18464",1000
122,"7.400830.702504,1149",1000
122,"7.40083-0.759172,11393",1000
122,"7.400830.770083,8581",1000
122,"7.400830.867397,15254",1000
122,"7.40083-0.884889,6069",1000
122,"7.40083-0.905491,6071",1000
122,"7.400830.924864,11169",1000
122,"7.40083-0.999732,6070",1000
123,"1.56508-0.522526,5405",2
123,"1.565080.721916,11866",2
123,"7.40083-0.115594,22694",1000
123,"7.400830.135389,82",1000
123,"7.400830.193259,14830",1000
123,"7.40083-0.2545,22700",1000
123,"7.40083-0.357387,4801",1000
123,"7.400830.362143,24436",1000
123,"7.400830.387752,14953",1000
123,"7.40083-0.38933,17062",1000
123,"7.40083-0.395389,22795",1000
123,"7.40083-0.524593,24438",1000
123,"7.400830.528925,4799",1000
123,"7.400830.755113,23002",1000
123,"7.40083-0.804067,24142",1000
123,"7.40083-0.812034,3672",1000
123,"7.400830.835899,6296",1000
123,"7.40083-0.857892,11314",1000
123,"7.40083-0.865153,21854",1000
123,"7.40083-0.884889,6069",1000
123,"7.400830.919928,4893",1000
123,"7.40083-0.92263,11952",1000
123,"7.40083-0.927281,5853",1000
123,"7.40083-0.95037,6275",1000
123,"7.400830.950601,5477",1000
123,"7.400830.962425,5409",1000
123,"7.400830.977852,3204",1000
123,"7.400830.987393,22690",1000
123,"7.400830.995893,4797",1000
123,"7.400830.996777,18578",1000
123,"7.400830.998289,4892",1000
124,"1.96799-0.732499,4778",5
124,"1.967990.891711,12694",5
124,"7.40083-0.112053,8627",1000
124,"7.40083-0.127561,6400",1000
124,"7.40083-0.373503,8837",1000
124,"7.40083-0.511568,11937",1000
124,"7.400830.527009,6651",1000
124,"7.40083-0.542735,8628",1000
124,"7.400830.562335,83",1000
124,"7.400830.650458,3505",1000
124,"7.400830.661254,14045",1000
124,"7.40083-0.734799,2000",1000
124,"7.400830.926081,14044",1000
124,"7.400830.930071,5247",1000
124,"7.40083-0.93923,11940",1000
124,"7.400830.974337,11360",1000
124,"7.40083-0.98969,18489",1000
125,"1.31607-0.107018,12242",1
125,"1.565080.658423,5997",2
125,"1.73205-0.946855,12456",3
125,"7.40083-0.198257,14407",1000
125,"7.40083-0.855659,3729",1000
125,"7.400830.924653,5996",1000
125,"7.400830.984475,8337",1000
125,"7.40083-0.987395,5988",1000
125,"7.40083-0.990818,2856",1000
126,"1.31607-0.988416,255",1
126,"1.565080.307374,5317",2
126,"1.732050.998711,85",3
126,"1.86121-0.212983,13195",4
126,"7.400830.0289619,1498",1000
126,"7.40083-0.0821123,10499",1000
126,"7.40083-0.224903,2404",1000
126,"7.40083-0.454612,2491",1000
126,"7.400830.601333,6034",1000
126,"7.40083-0.602837,2010",1000
126,"7.400830.605838,6038",1000
126,"7.400830.882157,6852",1000
126,"7.400830.894168,6035",1000
126,"7.400830.916875,86",1000
126,"7.40083-0.959777,2462",1000
126,"7.40083-0.999995,11449",1000
126,"7.400830.999996,6036",1000
127,"1.565080.110741,13114",2
127,"7.400830.0963467,4337",1000
127,"7.400830.155298,5461",1000
127,"7.40083-0.356861,4338",1000
127,"7.40083-0.522843,471",1000
127,"7.400830.643284,87",1000
128,"7.400830.002256,1852",1000
128,"7.400830.024643,7619",1000
128,"7.400830.0278344,572",1000
128,"7.40083-0.0498343,14775",1000
128,"7.40083-0.0721711,7544",1000
128,"7.40083-0.134081,4569",1000
128,"7.40083-0.150829,18459",1000
128,"7.40083-0.19567,5433",1000
128,"7.400830.232952,14762",1000
128,"7.400830.24117,21707",1000
128,"7.40083-0.241181,5005",1000
128,"7.40083-0.355976,14701",1000
128,"7.40083-0.387418,7625",1000
128,"7.400830.434902,3846",1000
128,"7.40083-0.465299,1819",1000
128,"7.400830.467134,7618",1000
128,"7.40083-0.480049,4420",1000
128,"7.40083-0.487453,11365",1000
128,"7.400830.513679,8326",1000
128,"7.400830.52061,23959",1000
128,"7.400830.576106,14018",1000
128,"7.400830.592891,8176",1000
128,"7.400830.610307,15294",1000
128,"7.400830.638382,16469",1000
128,"7.40083-0.673985,11134",1000
128,"7.40083-0.708897,6259",1000
128,"7.40083-0.759421,567",1000
128,"7.40083-0.807407,19512",1000
128,"7.40083-0.835905,22998",1000
128,"7.40083-0.848277,15304",1000
128,"7.400830.87976,14017",1000
128,"7.400830.882157,6852",1000
128,"7.40083-0.889834,1836",1000
128,"7.40083-0.899989,5431",1000
128,"7.400830.922486,6076",1000
128,"7.40083-0.96419,16378",1000
128,"7.400830.978632,5450",1000
128,"7.40083-0.984312,14704",1000
128,"7.40083-0.985357,20900",1000
128,"7.400830.988838,19272",1000
128,"7.400830.994961,23957",1000
128,"7.40083-0.995808,11136",1000
128,"7.40083-0.997446,10945",1000
128,"7.400830.997883,6077",1000
128,"7.40083-0.999355,6710",1000
129,"1.565080.910224,13513",2
129,"7.40083-0.00658694,5733",1000
129,"7.40083-0.221614,17076",1000
129,"7.40083-0.294648,21842",1000
129,"7.40083-0.300033,17212",1000
129,"7.40083-0.322,18473",1000
129,"7.40083-0.351397,21823",1000
129,"7.400830.387752,14953",1000
129,"7.400830.469457,110",1000
129,"7.400830.520274,3569",1000
129,"7.400830.534351,21821",1000
129,"7.400830.668542,21817",1000
129,"7.400830.771885,5806",1000
129,"7.400830.792272,4346",1000
129,"7.40083-0.804067,24142",1000
129,"7.40083-0.812034,3672",1000
129,"7.400830.851741,4335",1000
129,"7.40083-0.877785,11845",1000
129,"7.40083-0.884889,6069",1000
129,"7.40083-0.894592,4328",1000
129,"7.400830.921249,2115",1000
129,"7.400830.969472,5518",1000
129,"7.40083-0.994197,3428",1000
130,"1.73205-0.604194,13303",3
130,"1.861210.190491,12515",4
130,"1.967990.991096,6581",5
130,"7.40083-0.0116522,15136",1000
130,"7.40083-0.0225686,1818",1000
130,"7.400830.0502063,8899",1000
130,"7.40083-0.287267,17035",1000
130,"7.40083-0.365801,12209",1000
130,"7.40083-0.366682,1846",1000
130,"7.40083-0.489765,14311",1000
130,"7.40083-0.699415,6436",1000
130,"7.40083-0.765987,8901",1000
130,"7.40083-0.817813,717",1000
130,"7.400830.949073,4103",1000
130,"7.400830.96439,11428",1000
130,"7.400830.980671,2918",1000
130,"7.40083-0.982365,23501",1000
130,"7.40083-0.984737,15139",1000
130,"7.400830.997128,1828",1000
131,"1.31607-0.994157,2448",1
131,"1.56508-0.0503871,2390",2
131,"1.565080.191045,12978",2
131,"1.56508-0.329123,2377",2
131,"7.400830.359146,777",1000
131,"7.40083-0.503803,12173",1000
131,"7.40083-0.571941,1483",1000
131,"7.40083-0.624811,2582",1000
131,"7.400830.649026,519",1000
131,"7.400830.679937,12203",1000
131,"7.40083-0.881535,11339",1000
131,"7.40083-0.983436,7582",1000
131,"7.40083-0.999857,5539",1000
132,"1.31607-0.527326,775",1
132,"1.31607-0.545422,117",1
132,"1.316070.680772,3573",1
132,"1.316070.83164,1489",1
132,"1.31607-0.889747,3577",1
132,"1.316070.925009,343",1
132,"1.565080.935693,3572",2
132,"7.400830.151586,3193",1000
132,"7.400830.18884,5576",1000
132,"7.40083-0.197882,3581",1000
132,"7.40083-0.25103,3363",1000
132,"7.400830.283473,3574",1000
132,"7.40083-0.351397,21823",1000
132,"7.400830.387752,14953",1000
132,"7.400830.499393,17064",1000
132,"7.400830.520274,3569",1000
132,"7.40083-0.589234,21524",1000
132,"7.40083-0.59349,3576",1000
132,"7.40083-0.613589,3580",1000
132,"7.400830.668542,21817",1000
132,"7.400830.710621,2698",1000
132,"7.400830.730061,2143",1000
132,"7.40083-0.804067,24142",1000
132,"7.40083-0.812034,3672",1000
132,"7.40083-0.849862,1700",1000
132,"7.40083-0.90097,3579",1000
132,"7.40083-0.909513,18502",1000
132,"7.40083-0.933146,1698",1000
132,"7.40083-0.975673,21866",1000
132,"7.400830.997227,2659",1000
133,"1.316070.589853,128",1
133,"1.316070.887678,127",1
133,"1.316070.902918,125",1
133,"2.059770.135568,11371",6
133,"7.40083-0.335507,7933",1000
133,"7.400830.359146,777",1000
133,"7.400830.379418,7545",1000
133,"7.40083-0.587263,8383",1000
133,"7.40083-0.633142,11379",1000
133,"7.400830.766951,15703",1000
133,"7.40083-0.886199,8384",1000
133,"7.400830.946374,11048",1000
133,"7.400830.999854,126",1000
134,"1.316070.376985,183",1
134,"1.316070.562951,11835",1
134,"1.316070.966015,181",1
134,"1.316070.980077,180",1
134,"1.31607-0.991071,1168",1
134,"1.565080.446375,12216",2
134,"1.732050.74992,182",3
134,"1.73205-0.840207,186",3
134,"7.400830.00130901,12215",1000
134,"7.40083-0.262837,12236",1000
134,"7.40083-0.279869,12228",1000
134,"7.40083-0.444031,12214",1000
134,"7.40083-0.577184,18505",1000
134,"7.40083-0.591056,23376",1000
134,"7.400830.798086,12217",1000
134,"7.400830.962121,12219",1000
134,"7.400830.988215,4742",1000
135,"1.56508-0.657293,12799",2
135,"1.56508-0.688721,189",2
135,"1.861210.153626,4072",4
135,"7.400830.0430631,3629",1000
135,"7.400830.284371,2765",1000
135,"7.400830.448231,2779",1000
135,"7.400830.48335,3628",1000
135,"7.40083-0.532434,6971",1000
135,"7.400830.576254,2729",1000
135,"7.400830.620832,15117",1000
135,"7.40083-0.692668,6848",1000
135,"7.40083-0.793187,11148",1000
135,"7.40083-0.868802,867",1000
135,"7.400830.885507,15120",1000
135,"7.400830.904926,15118",1000
135,"7.40083-0.941341,6847",1000
135,"7.400830.97797,2741",1000
135,"7.40083-0.999278,555",1000
136,"1.56508-0.787312,3277",2
136,"1.73205-0.431008,12963",3
136,"7.400830.0423083,1321",1000
136,"7.40083-0.160509,12487",1000
136,"7.400830.162368,16511",1000
136,"7.400830.218667,2724",1000
136,"7.400830.284371,2765",1000
136,"7.400830.293184,21462",1000
136,"7.40083-0.293906,16512",1000
136,"7.40083-0.313817,16463",1000
136,"7.40083-0.388615,21292",1000
136,"7.40083-0.406921,1320",1000
136,"7.400830.57487,4118",1000
136,"7.40083-0.585298,21460",1000
136,"7.40083-0.676489,2790",1000
136,"7.40083-0.703714,16462",1000
136,"7.400830.741268,5871",1000
136,"7.400830.756722,2739",1000
136,"7.400830.784647,22542",1000
136,"7.400830.808285,3992",1000
136,"7.40083-0.918297,2721",1000
136,"7.400830.997771,9236",1000
137,"1.316070.162358,191",1
137,"1.31607-0.293916,190",1
137,"1.316070.584676,192",1
137,"1.316070.622165,196",1
137,"1.316070.884715,193",1
137,"1.316070.905649,195",1
137,"1.316070.999724,194",1
137,"1.967990.978634,11252",5
137,"7.400830.0278344,572",1000
137,"7.400830.0391185,6870",1000
137,"7.400830.0836077,3697",1000
137,"7.40083-0.251566,13802",1000
137,"7.400830.261933,5897",1000
137,"7.40083-0.283657,8987",1000
137,"7.40083-0.318804,1007",1000
137,"7.400830.325222,12153",1000
137,"7.400830.332668,11031",1000
137,"7.40083-0.44806,8192",1000
137,"7.400830.49777,4386",1000
137,"7.40083-0.523804,1397",1000
137,"7.40083-0.551091,11029",1000
137,"7.40083-0.58635,7457",1000
137,"7.40083-0.660255,7144",1000
137,"7.40083-0.70744,1006",1000
137,"7.40083-0.738871,8196",1000
137,"7.40083-0.780427,11396",1000
137,"7.400830.926574,1829",1000
137,"7.40083-0.929934,11123",1000
137,"7.40083-0.934762,11300",1000
137,"7.40083-0.94812,1005",1000
137,"7.40083-0.982609,11286",1000
137,"7.400830.982676,11292",1000
137,"7.40083-0.98942,5811",1000
137,"7.40083-0.99051,1004",1000
137,"7.40083-0.992187,364",1000
137,"7.400830.993489,3748",1000
137,"7.40083-0.993785,11476",1000
137,"7.40083-0.997932,11027",1000
137,"7.400830.998767,1011",1000
137,"7.40083-0.999623,13655",1000
138,"1.31607-0.293916,190",1
138,"1.316070.905649,195",1
138,"1.316070.963643,7589",1
138,"1.31607-0.997784,12879",1
138,"7.40083-0.0321529,9689",1000
138,"7.400830.0351627,6591",1000
138,"7.40083-0.167186,6931",1000
138,"7.400830.289234,6932",1000
138,"7.40083-0.38238,966",1000
138,"7.400830.416183,9688",1000
138,"7.400830.436923,14708",1000
138,"7.400830.60089,11131",1000
138,"7.400830.734163,8339",1000
138,"7.400830.796731,6337",1000
138,"7.400830.95234,6595",1000
138,"7.40083-0.954271,6915",1000
138,"7.40083-0.987573,6914",1000
138,"7.40083-0.99051,1004",1000
