MemberID,PhotoID,MemberPhotoRank,RandomValue
90,2099,1000,"-0.230729,2099"
90,3082,1000,"0.259792,3082"
90,5514,1000,"0.313925,5514"
90,24108,1000,"0.336538,24108"
90,11843,1000,"0.357555,11843"
90,2312,1000,"0.394103,2312"
90,11101,1000,"-0.399671,11101"
90,17913,1000,"-0.489229,17913"
90,6889,1000,"0.491701,6889"
90,6670,1000,"-0.498503,6670"
90,180,1000,"-0.49936,180"
90,16863,1000,"0.566934,16863"
90,3672,1000,"0.599904,3672"
90,2098,1000,"-0.604232,2098"
90,13638,1000,"-0.612833,13638"
90,10945,1000,"-0.621226,10945"
90,3083,1000,"0.627844,3083"
90,14801,1000,"-0.634119,14801"
90,6886,1000,"-0.669756,6886"
90,10715,1000,"0.686009,10715"
90,14797,1000,"-0.710935,14797"
90,15133,1000,"-0.726694,15133"
90,10734,1000,"-0.760665,10734"
90,519,1000,"0.770269,519"
90,21821,1000,"-0.791173,21821"
90,24117,1000,"-0.810739,24117"
90,24120,1000,"-0.8124,24120"
90,5508,1000,"-0.82209,5508"
90,5576,1000,"0.828815,5576"
90,11920,1000,"0.830352,11920"
90,15296,1000,"-0.85046,15296"
90,15140,1000,"0.864055,15140"
90,24014,1000,"-0.871978,24014"
90,18234,1000,"0.877025,18234"
90,15636,1000,"0.88027,15636"
90,21036,1000,"-0.890563,21036"
90,15606,1000,"0.918225,15606"
90,320,1000,"0.918735,320"
90,186,1000,"0.920206,186"
90,5027,1000,"-0.931386,5027"
90,24142,1000,"0.939648,24142"
90,24012,1000,"-0.949116,24012"
90,11460,1000,"-0.954727,11460"
90,2104,1000,"0.962086,2104"
90,24118,1000,"-0.978154,24118"
90,11393,1000,"0.994802,11393"
91,11057,1000,"0.135117,11057"
91,12225,1000,"0.815398,12225"
91,11137,1000,"0.910317,11137"
91,15668,1000,"0.968804,15668"
91,374,1000,"-0.997854,374"
91,7624,1000,"-0.998742,7624"
91,19066,1000,"0.999899,19066"
92,7560,1000,"-0.0310066,7560"
92,11087,1000,"0.0483695,11087"
92,5777,1000,"0.233031,5777"
92,7991,1000,"0.24268,7991"
92,7553,1000,"0.257839,7553"
92,15587,1000,"-0.441035,15587"
92,7687,1000,"-0.520413,7687"
92,13691,1000,"0.568067,13691"
92,15881,1000,"0.630687,15881"
92,15590,1000,"0.711177,15590"
92,7547,1000,"-0.78737,7547"
92,11059,1000,"0.823459,11059"
92,5780,1000,"-0.848281,5780"
92,13690,1000,"0.852176,13690"
92,20789,1000,"0.89839,20789"
92,11137,1000,"0.910317,11137"
92,3772,1000,"-0.985467,3772"
92,8659,1000,"0.996392,8659"
92,10660,1000,"-0.997364,10660"
93,15097,1000,"0.0805192,15097"
93,9048,1000,"0.106725,9048"
93,10860,1000,"-0.129619,10860"
93,10891,1000,"0.197538,10891"
93,10958,1000,"0.203776,10958"
93,8331,1000,"-0.300007,8331"
93,10852,1000,"0.310944,10852"
93,10935,1000,"-0.340871,10935"
93,10867,1000,"0.352047,10867"
93,10899,1000,"-0.375603,10899"
93,8324,1000,"0.509388,8324"
93,1018,1000,"0.607756,1018"
93,10945,1000,"-0.621226,10945"
93,15703,1000,"-0.622843,15703"
93,15103,1000,"-0.664148,15103"
93,11138,1000,"0.665433,11138"
93,15099,1000,"-0.68262,15099"
93,13819,1000,"-0.693638,13819"
93,10964,1000,"-0.751914,10964"
93,15299,1000,"-0.768703,15299"
93,11444,1000,"-0.781045,11444"
93,8313,1000,"0.78311,8313"
93,10938,1000,"0.783376,10938"
93,10941,1000,"0.837991,10941"
93,11379,1000,"0.846431,11379"
93,11137,1000,"0.910317,11137"
93,8335,1000,"-0.921915,8335"
93,10933,1000,"-0.924527,10933"
93,10963,1000,"-0.954188,10963"
93,15298,1000,"-0.961603,15298"
93,8311,1000,"0.987099,8311"
93,10864,1000,"0.99932,10864"
93,14950,1000,"-0.99948,14950"
93,10932,1000,"-0.999688,10932"
94,10643,3,"-0.651676,10643"
94,6631,1000,"0.0068385,6631"
94,10664,1000,"0.0204718,10664"
94,11155,1000,"-0.0602663,11155"
94,10656,1000,"0.16497,10656"
94,7553,1000,"0.257839,7553"
94,7559,1000,"0.375525,7559"
94,8656,1000,"0.396631,8656"
94,6630,1000,"-0.397817,6630"
94,6632,1000,"0.410327,6632"
94,11137,1000,"0.910317,11137"
94,9075,1000,"-0.941865,9075"
95,15717,1000,"-0.211222,15717"
95,11139,1000,"0.307058,11139"
95,11103,1000,"0.408482,11103"
95,14469,1000,"-0.531389,14469"
95,11138,1000,"0.665433,11138"
95,11137,1000,"0.910317,11137"
95,15667,1000,"0.98633,15667"
95,15637,1000,"0.996929,15637"
96,12816,2,"0.156225,12816"
96,12681,2,"-0.233113,12681"
96,717,1000,"0.196485,717"
96,14329,1000,"-0.77935,14329"
96,14397,1000,"0.78676,14397"
96,11324,1000,"-0.947368,11324"
96,7836,1000,"-0.985284,7836"
96,7413,1000,"-0.989671,7413"
96,3629,1000,"0.999379,3629"
96,895,1000,"0.999834,895"
98,3558,1000,"-0.339333,3558"
98,3555,1000,"0.784392,3555"
99,3258,1,"-0.938286,3258"
99,12441,2,"-0.803067,12441"
99,2852,2,"-0.918191,2852"
99,2340,3,"-0.491664,2340"
99,2893,1000,"-0.182463,2893"
99,2056,1000,"0.666748,2056"
99,327,1000,"-0.804654,327"
99,2457,1000,"-0.857863,2457"
99,3266,1000,"0.986096,3266"
99,13122,1000,"-0.994674,13122"
100,3413,2,"-0.27616,3413"
100,3571,3,"0.50494,3571"
100,2896,3,"-0.990302,2896"
100,4622,1000,"-0.0217629,4622"
100,2341,1000,"-0.0978688,2341"
100,1495,1000,"-0.15325,1495"
100,717,1000,"0.196485,717"
100,16858,1000,"0.443,16858"
100,20949,1000,"-0.508686,20949"
100,15560,1000,"0.769664,15560"
100,3570,1000,"0.810665,3570"
100,14400,1000,"0.834997,14400"
100,1332,1000,"0.915754,1332"
100,22609,1000,"-0.919498,22609"
100,1379,1000,"0.958865,1379"
100,15222,1000,"-0.99681,15222"
101,54,1,"-0.454188,54"
101,2898,2,"-0.76961,2898"
101,12536,4,"-0.38086,12536"
101,12569,4,"0.696173,12569"
101,6941,1000,"-0.152952,6941"
101,60,1000,"-0.173406,60"
101,1004,1000,"0.192477,1004"
101,3315,1000,"0.203144,3315"
101,2212,1000,"0.344426,2212"
101,11662,1000,"0.455145,11662"
101,190,1000,"-0.475286,190"
101,3755,1000,"-0.57428,3755"
101,19831,1000,"-0.594904,19831"
101,11327,1000,"-0.604198,11327"
101,4779,1000,"0.634417,4779"
101,2211,1000,"0.694412,2211"
101,13196,1000,"-0.740431,13196"
101,3748,1000,"0.745641,3748"
101,3310,1000,"0.755982,3310"
101,11044,1000,"0.847391,11044"
101,4763,1000,"0.872188,4763"
101,3122,1000,"-0.929779,3122"
101,11173,1000,"-0.953503,11173"
101,4777,1000,"0.998669,4777"
102,56,1,"-0.964464,56"
102,57,2,"-0.988981,57"
102,12800,5,"0.504903,12800"
102,19606,1000,"0.0164287,19606"
102,22974,1000,"-0.132264,22974"
102,5815,1000,"-0.135715,5815"
102,19598,1000,"0.168957,19598"
102,19599,1000,"-0.243723,19599"
102,21939,1000,"0.264608,21939"
102,19605,1000,"-0.388999,19605"
102,21727,1000,"0.470398,21727"
102,19597,1000,"0.552821,19597"
102,19600,1000,"-0.614835,19600"
102,19604,1000,"-0.728081,19604"
102,22972,1000,"-0.821821,22972"
102,19596,1000,"0.842399,19596"
102,58,1000,"-0.844824,58"
102,19601,1000,"-0.881085,19601"
102,3917,1000,"0.898125,3917"
102,5820,1000,"0.93126,5820"
102,7155,1000,"-0.934712,7155"
102,19603,1000,"-0.942987,19603"
102,19595,1000,"0.988303,19595"
102,19602,1000,"-0.997062,19602"
104,68,1000,"-0.0119142,68"
104,11721,1000,"-0.117454,11721"
104,67,1000,"0.393154,67"
104,16546,1000,"0.496639,16546"
104,3986,1000,"-0.634683,3986"
104,70,1000,"-0.747216,70"
104,4265,1000,"0.764144,4265"
104,16545,1000,"0.805012,16545"
104,1317,1000,"0.932384,1317"
104,12034,1000,"-0.957126,12034"
104,586,1000,"-0.958963,586"
104,18462,1000,"0.995661,18462"
104,4822,1000,"0.996871,4822"
106,3571,3,"0.50494,3571"
106,2441,3,"-0.612084,2441"
106,11710,4,"0.999821,11710"
106,21517,1000,"-0.119972,21517"
106,717,1000,"0.196485,717"
106,4615,1000,"-0.206512,4615"
106,21516,1000,"0.291422,21516"
106,21523,1000,"-0.501633,21523"
106,21518,1000,"-0.510904,21518"
106,18044,1000,"-0.543285,18044"
106,15099,1000,"-0.68262,15099"
106,21522,1000,"-0.808418,21522"
106,3570,1000,"0.810665,3570"
106,21519,1000,"-0.814699,21519"
106,1561,1000,"0.827078,1561"
106,18045,1000,"-0.836201,18045"
106,5614,1000,"-0.880086,5614"
106,12995,1000,"0.88925,12995"
106,3666,1000,"-0.960593,3666"
106,21521,1000,"-0.977324,21521"
106,22820,1000,"-0.978038,22820"
106,21520,1000,"-0.979544,21520"
106,1371,1000,"-0.994841,1371"
106,14950,1000,"-0.99948,14950"
107,3571,3,"0.50494,3571"
107,13447,3,"1,13447"
107,1624,1000,"-0.0995806,1624"
107,717,1000,"0.196485,717"
107,1570,1000,"-0.363213,1570"
107,505,1000,"0.407501,505"
107,3664,1000,"-0.441419,3664"
107,21518,1000,"-0.510904,21518"
107,2423,1000,"0.51898,2423"
107,22814,1000,"0.655682,22814"
107,3997,1000,"-0.679092,3997"
107,1584,1000,"-0.738781,1584"
107,3665,1000,"-0.766359,3665"
107,2694,1000,"0.791936,2694"
107,3570,1000,"0.810665,3570"
107,1629,1000,"-0.820323,1629"
107,14400,1000,"0.834997,14400"
107,5614,1000,"-0.880086,5614"
107,2210,1000,"0.925962,2210"
107,1568,1000,"-0.93336,1568"
107,2178,1000,"0.936745,2178"
107,5616,1000,"-0.943686,5616"
107,1506,1000,"-0.958093,1506"
107,2201,1000,"-0.976986,2201"
107,2050,1000,"-0.981006,2050"
107,3961,1000,"0.995828,3961"
107,1635,1000,"0.999318,1635"
108,12945,2,"0.0965835,12945"
108,12630,3,"0.847756,12630"
108,8557,4,"-0.0670486,8557"
108,6646,1000,"-0.0367249,6646"
108,11223,1000,"0.0721545,11223"
108,2235,1000,"-0.20748,2235"
108,11314,1000,"0.224823,11314"
108,9319,1000,"-0.258421,9319"
108,9713,1000,"0.266389,9713"
108,7159,1000,"-0.266971,7159"
108,2046,1000,"0.284335,2046"
108,9698,1000,"0.30812,9698"
108,1147,1000,"-0.389077,1147"
108,7576,1000,"-0.392561,7576"
108,19237,1000,"-0.443926,19237"
108,12002,1000,"-0.50735,12002"
108,5625,1000,"0.590295,5625"
108,9714,1000,"0.633152,9714"
108,9144,1000,"0.717529,9144"
108,1146,1000,"-0.72814,1146"
108,1150,1000,"0.750153,1150"
108,7150,1000,"0.76589,7150"
108,21491,1000,"-0.955187,21491"
108,11333,1000,"0.962074,11333"
108,21453,1000,"0.979778,21453"
108,9678,1000,"-0.988427,9678"
108,5630,1000,"-0.992525,5630"
109,18774,1000,"-0.478501,18774"
109,18766,1000,"0.632788,18766"
109,18765,1000,"0.891716,18765"
109,18763,1000,"0.935093,18763"
109,18764,1000,"0.998559,18764"
110,16796,1000,"-0.197414,16796"
110,22611,1000,"-0.328631,22611"
110,3782,1000,"0.661894,3782"
110,22610,1000,"-0.682245,22610"
110,15518,1000,"0.773687,15518"
110,18770,1000,"-0.8298,18770"
110,15517,1000,"0.963722,15517"
111,12348,2,"0.0540412,12348"
111,13360,2,"0.061513,13360"
111,3012,1000,"0.548907,3012"
112,18094,1000,"-0.579481,18094"
113,2390,2,"0.990815,2390"
113,13397,3,"-0.369498,13397"
113,2336,3,"-0.821306,2336"
113,5596,1000,"0.127955,5596"
113,2070,1000,"0.267012,2070"
113,3458,1000,"-0.399079,3458"
113,13588,1000,"-0.507943,13588"
113,10519,1000,"0.569199,10519"
113,2849,1000,"-0.667004,2849"
113,10518,1000,"0.852895,10518"
113,10523,1000,"-0.871555,10523"
113,10516,1000,"0.960318,10516"
114,13305,2,"-0.812826,13305"
114,4615,4,"-0.206512,4615"
114,717,1000,"0.196485,717"
114,3813,1000,"0.384357,3813"
114,3815,1000,"-0.423619,3815"
114,3816,1000,"-0.753528,3816"
114,23408,1000,"-0.971002,23408"
114,4762,1000,"0.995475,4762"
115,12380,2,"-0.637106,12380"
115,13101,5,"0.833123,13101"
115,717,1000,"0.196485,717"
115,3815,1000,"-0.423619,3815"
115,3812,1000,"0.724622,3812"
115,3816,1000,"-0.753528,3816"
115,2860,1000,"0.828984,2860"
115,720,1000,"-0.867498,720"
115,1107,1000,"0.9713,1107"
115,872,1000,"-0.992271,872"
116,2713,1,"-0.649063,2713"
116,12909,2,"-0.737678,12909"
116,10523,1000,"-0.871555,10523"
116,10516,1000,"0.960318,10516"
117,13625,1,"0.214206,13625"
117,3420,1000,"0.487802,3420"
118,13216,3,"-0.268256,13216"
118,8546,4,"-0.97931,8546"
118,2866,4,"-0.998636,2866"
118,12450,5,"0.999345,12450"
118,7424,1000,"-0.00718253,7424"
118,717,1000,"0.196485,717"
118,2848,1000,"-0.309062,2848"
118,7423,1000,"0.397501,7423"
118,7411,1000,"-0.772458,7411"
119,3424,1,"-0.914523,3424"
119,17212,1000,"-0.0589349,17212"
119,717,1000,"0.196485,717"
119,3428,1000,"-0.317762,3428"
120,60,1000,"-0.173406,60"
120,7876,1000,"0.45112,7876"
120,54,1000,"-0.454188,54"
120,616,1000,"-0.980001,616"
121,8167,2,"-0.932026,8167"
121,8166,1000,"-0.70611,8166"
121,6784,1000,"0.730493,6784"
121,13803,1000,"-0.908186,13803"
121,80,1000,"0.957895,80"
122,12941,2,"-0.999993,12941"
122,6072,1000,"-0.0448904,6072"
122,17212,1000,"-0.0589349,17212"
122,14387,1000,"0.11237,14387"
122,11169,1000,"0.388721,11169"
122,1149,1000,"0.418978,1149"
122,18663,1000,"-0.436588,18663"
122,6071,1000,"-0.444736,6071"
122,8581,1000,"0.585667,8581"
122,18464,1000,"0.601728,18464"
122,15254,1000,"-0.678777,15254"
122,81,1000,"0.76019,81"
122,6070,1000,"-0.768731,6070"
122,4821,1000,"0.879923,4821"
122,6069,1000,"-0.961615,6069"
122,11393,1000,"0.994802,11393"
123,11866,2,"-0.486674,11866"
123,5405,2,"-0.862187,5405"
123,5853,1000,"0.0370687,5853"
123,11314,1000,"0.224823,11314"
123,14953,1000,"-0.286562,14953"
123,18578,1000,"-0.341478,18578"
123,22694,1000,"0.358361,22694"
123,4893,1000,"-0.380263,4893"
123,6275,1000,"0.412445,6275"
123,82,1000,"0.432832,82"
123,17062,1000,"-0.474755,17062"
123,4797,1000,"-0.494358,4797"
123,24438,1000,"-0.577235,24438"
123,5409,1000,"0.584551,5409"
123,5477,1000,"-0.594176,5477"
123,3672,1000,"0.599904,3672"
123,3204,1000,"0.67884,3204"
123,4892,1000,"-0.721562,4892"
123,22795,1000,"0.72165,22795"
123,4801,1000,"-0.819535,4801"
123,22700,1000,"-0.848031,22700"
123,23002,1000,"-0.86829,23002"
123,21854,1000,"-0.876281,21854"
123,22690,1000,"0.896225,22690"
123,6296,1000,"-0.897671,6296"
123,14830,1000,"-0.928364,14830"
123,24142,1000,"0.939648,24142"
123,6069,1000,"-0.961615,6069"
123,4799,1000,"-0.975514,4799"
123,11952,1000,"0.988204,11952"
123,24436,1000,"-0.992382,24436"
124,12694,5,"0.59739,12694"
124,4778,5,"0.892667,4778"
124,83,1000,"0.0316519,83"
124,11940,1000,"0.125225,11940"
124,3505,1000,"0.286644,3505"
124,8837,1000,"0.296435,8837"
124,18489,1000,"0.323017,18489"
124,11360,1000,"0.48994,11360"
124,2000,1000,"0.542636,2000"
124,5247,1000,"0.710392,5247"
124,8627,1000,"0.790094,8627"
124,14045,1000,"-0.843695,14045"
124,6651,1000,"0.890505,6651"
124,6400,1000,"-0.965188,6400"
124,8628,1000,"0.970413,8628"
124,11937,1000,"0.980596,11937"
124,14044,1000,"-0.988667,14044"
125,12242,1,"0.164292,12242"
125,5997,2,"0.172092,5997"
125,12456,3,"-0.776349,12456"
125,5996,1000,"-0.240636,5996"
125,8337,1000,"-0.334474,8337"
125,5988,1000,"0.416164,5988"
125,2856,1000,"0.479783,2856"
125,3729,1000,"-0.702446,3729"
125,14407,1000,"-0.938376,14407"
126,255,1,"-0.674819,255"
126,5317,2,"0.0537824,5317"
126,85,3,"-0.717559,85"
126,13195,4,"-0.405693,13195"
126,2462,1000,"-0.0306203,2462"
126,6034,1000,"0.143467,6034"
126,11449,1000,"-0.164631,11449"
126,6035,1000,"-0.268669,6035"
126,2010,1000,"0.430076,2010"
126,10499,1000,"0.479217,10499"
126,2491,1000,"-0.508759,2491"
126,6036,1000,"-0.634982,6036"
126,6852,1000,"-0.738578,6852"
126,2404,1000,"0.828044,2404"
126,1498,1000,"0.8885,1498"
126,86,1000,"-0.937809,86"
126,6038,1000,"-0.998707,6038"
127,13114,2,"0.9584,13114"
127,5461,1000,"-0.260788,5461"
127,4337,1000,"0.721591,4337"
127,471,1000,"0.910761,471"
127,4338,1000,"0.939809,4338"
127,87,1000,"-0.998113,87"
128,4569,1000,"0.077174,4569"
128,14017,1000,"-0.0849343,14017"
128,15294,1000,"-0.183858,15294"
128,14704,1000,"0.194419,14704"
128,567,1000,"-0.235706,567"
128,1836,1000,"-0.316171,1836"
128,14018,1000,"0.32493,14018"
128,7544,1000,"0.334798,7544"
128,5431,1000,"-0.34382,5431"
128,23957,1000,"0.355063,23957"
128,18459,1000,"0.404159,18459"
128,22998,1000,"-0.413188,22998"
128,1819,1000,"0.449929,1819"
128,11365,1000,"0.522432,11365"
128,7619,1000,"0.53055,7619"
128,21707,1000,"0.577408,21707"
128,10945,1000,"-0.621226,10945"
128,19272,1000,"-0.635681,19272"
128,1852,1000,"-0.639689,1852"
128,11134,1000,"0.681362,11134"
128,3846,1000,"-0.693451,3846"
128,4420,1000,"-0.699316,4420"
128,6259,1000,"0.715639,6259"
128,572,1000,"-0.733717,572"
128,6852,1000,"-0.738578,6852"
128,5005,1000,"0.798534,5005"
128,7618,1000,"0.827827,7618"
128,14775,1000,"0.874388,14775"
128,20900,1000,"-0.879473,20900"
128,6077,1000,"0.894194,6077"
128,16469,1000,"0.906032,16469"
128,5450,1000,"-0.920862,5450"
128,5433,1000,"-0.925718,5433"
128,23959,1000,"0.93019,23959"
128,14762,1000,"0.932726,14762"
128,15304,1000,"0.933143,15304"
128,7625,1000,"-0.933838,7625"
128,16378,1000,"0.960378,16378"
128,8176,1000,"0.973359,8176"
128,8326,1000,"0.979188,8326"
128,19512,1000,"-0.982981,19512"
128,14701,1000,"0.99192,14701"
128,6710,1000,"0.993056,6710"
128,6076,1000,"0.998839,6076"
128,11136,1000,"0.999942,11136"
129,13513,2,"-0.682117,13513"
129,4335,1000,"-0.0258479,4335"
129,17076,1000,"-0.0351329,17076"
129,18473,1000,"-0.0434732,18473"
129,17212,1000,"-0.0589349,17212"
129,2115,1000,"0.139123,2115"
129,4328,1000,"-0.202512,4328"
129,21842,1000,"0.221552,21842"
129,14953,1000,"-0.286562,14953"
129,5733,1000,"-0.306483,5733"
129,3428,1000,"-0.317762,3428"
129,3672,1000,"0.599904,3672"
129,5806,1000,"0.673039,5806"
129,21817,1000,"0.682496,21817"
129,21821,1000,"-0.791173,21821"
129,5518,1000,"0.916151,5518"
129,11845,1000,"0.931166,11845"
129,24142,1000,"0.939648,24142"
129,6069,1000,"-0.961615,6069"
129,3569,1000,"0.978128,3569"
129,110,1000,"0.979249,110"
129,21823,1000,"-0.984921,21823"
129,4346,1000,"-0.986822,4346"
130,13303,3,"-0.978002,13303"
130,12515,4,"-0.294175,12515"
130,6581,5,"-0.931776,6581"
130,1828,1000,"0.135075,1828"
130,717,1000,"0.196485,717"
130,14311,1000,"0.305748,14311"
130,15136,1000,"0.420889,15136"
130,11428,1000,"-0.500291,11428"
130,6436,1000,"0.542383,6436"
130,23501,1000,"-0.735032,23501"
130,4103,1000,"-0.756208,4103"
130,1818,1000,"0.772431,1818"
130,8899,1000,"0.818399,8899"
130,2918,1000,"0.91603,2918"
130,17035,1000,"-0.966658,17035"
130,12209,1000,"0.970143,12209"
130,1846,1000,"0.973448,1846"
130,8901,1000,"0.975947,8901"
130,15139,1000,"0.993785,15139"
131,2448,1,"0.41589,2448"
131,2377,2,"0.738549,2377"
131,12978,2,"0.951327,12978"
131,2390,2,"0.990815,2390"
131,7582,1000,"-0.239968,7582"
131,777,1000,"0.363534,777"
131,2582,1000,"-0.370176,2582"
131,12173,1000,"-0.558792,12173"
131,12203,1000,"-0.628849,12203"
131,519,1000,"0.770269,519"
131,1483,1000,"0.907645,1483"
131,11339,1000,"-0.932524,11339"
131,5539,1000,"-0.961909,5539"
132,3573,1,"-0.298037,3573"
132,1489,1,"-0.472294,1489"
132,3577,1,"-0.922713,3577"
132,775,1,"0.933484,775"
132,343,1,"-0.965536,343"
132,117,1,"-0.99967,117"
132,3572,2,"0.113096,3572"
132,3580,1000,"0.0727985,3580"
132,21524,1000,"-0.109293,21524"
132,2659,1000,"0.232737,2659"
132,14953,1000,"-0.286562,14953"
132,1700,1000,"-0.293477,1700"
132,3579,1000,"-0.336419,3579"
132,3581,1000,"0.4696,3581"
132,1698,1000,"0.509055,1698"
132,18502,1000,"-0.51979,18502"
132,3672,1000,"0.599904,3672"
132,3193,1000,"0.634949,3193"
132,3574,1000,"-0.658339,3574"
132,2698,1000,"-0.681583,2698"
132,21817,1000,"0.682496,21817"
132,2143,1000,"-0.702935,2143"
132,21866,1000,"-0.704707,21866"
132,3363,1000,"-0.791121,3363"
132,5576,1000,"0.828815,5576"
132,24142,1000,"0.939648,24142"
132,17064,1000,"-0.97034,17064"
132,3569,1000,"0.978128,3569"
132,21823,1000,"-0.984921,21823"
132,3576,1000,"-0.999795,3576"
133,128,1,"0.16166,128"
133,127,1,"0.54664,127"
133,125,1,"0.987147,125"
133,11371,6,"-0.93038,11371"
133,8383,1000,"-0.0557589,8383"
133,7545,1000,"-0.0745141,7545"
133,8384,1000,"0.352449,8384"
133,777,1000,"0.363534,777"
133,11048,1000,"0.449891,11048"
133,15703,1000,"-0.622843,15703"
133,126,1000,"0.838389,126"
133,11379,1000,"0.846431,11379"
133,7933,1000,"0.949414,7933"
134,181,1,"-0.106683,181"
134,11835,1,"-0.178486,11835"
134,180,1,"-0.49936,180"
134,183,1,"0.663182,183"
134,1168,1,"0.88614,1168"
134,12216,2,"-0.999884,12216"
134,182,3,"0.30419,182"
134,186,3,"0.920206,186"
134,12228,1000,"-0.290267,12228"
134,12219,1000,"-0.302838,12219"
134,4742,1000,"-0.361931,4742"
134,12236,1000,"0.462406,12236"
134,23376,1000,"-0.551851,23376"
134,18505,1000,"0.645225,18505"
134,12214,1000,"-0.684598,12214"
134,12217,1000,"-0.908474,12217"
134,12215,1000,"-0.920761,12215"
135,189,2,"-0.079232,189"
135,12799,2,"0.81064,12799"
135,4072,4,"-0.504383,4072"
135,15120,1000,"0.0619833,15120"
135,6971,1000,"-0.0663621,6971"
135,2779,1000,"-0.113438,2779"
135,2741,1000,"0.211139,2741"
135,11148,1000,"0.286025,11148"
135,2765,1000,"0.339009,2765"
135,867,1000,"0.59196,867"
135,15118,1000,"-0.696082,15118"
135,6848,1000,"0.739911,6848"
135,2729,1000,"-0.88137,2729"
135,15117,1000,"-0.926837,15117"
135,3628,1000,"0.928395,3628"
135,6847,1000,"0.948641,6847"
135,555,1000,"-0.999145,555"
135,3629,1000,"0.999379,3629"
136,3277,2,"-0.298982,3277"
136,12963,3,"0.963848,12963"
136,9236,1000,"0.227715,9236"
136,1321,1000,"0.273224,1321"
136,2765,1000,"0.339009,2765"
136,16463,1000,"-0.468917,16463"
136,16511,1000,"0.588452,16511"
136,1320,1000,"0.63863,1320"
136,22542,1000,"0.690907,22542"
136,21462,1000,"-0.694103,21462"
136,21292,1000,"-0.698885,21292"
136,4118,1000,"-0.726989,4118"
136,2721,1000,"0.778676,2721"
136,16462,1000,"-0.785831,16462"
136,2724,1000,"0.842074,2724"
136,2739,1000,"0.864768,2739"
136,16512,1000,"0.864984,16512"
136,5871,1000,"-0.919684,5871"
136,12487,1000,"-0.938301,12487"
136,2790,1000,"-0.968825,2790"
136,3992,1000,"0.971941,3992"
136,21460,1000,"-0.999599,21460"
137,196,1,"-0.149891,196"
137,190,1,"-0.475286,190"
137,195,1,"-0.536625,195"
137,191,1,"-0.790279,191"
137,194,1,"-0.831835,194"
137,192,1,"-0.970486,192"
137,193,1,"-0.985173,193"
137,11252,5,"-0.417689,11252"
137,1397,1000,"0.078546,1397"
137,13655,1000,"0.12838,13655"
137,8987,1000,"-0.134351,8987"
137,1004,1000,"0.192477,1004"
137,11396,1000,"0.219079,11396"
137,1005,1000,"-0.220463,1005"
137,11027,1000,"0.22084,11027"
137,7144,1000,"-0.22474,7144"
137,1011,1000,"-0.410916,1011"
137,11292,1000,"-0.479519,11292"
137,12153,1000,"-0.49024,12153"
137,1829,1000,"0.523934,1829"
137,5897,1000,"0.551171,5897"
137,364,1000,"0.57955,364"
137,1006,1000,"-0.595801,1006"
137,11123,1000,"0.632287,11123"
137,11300,1000,"0.633685,11300"
137,8196,1000,"-0.641802,8196"
137,4386,1000,"0.718966,4386"
137,572,1000,"-0.733717,572"
137,3748,1000,"0.745641,3748"
137,8192,1000,"0.823215,8192"
137,1007,1000,"-0.869524,1007"
137,11029,1000,"0.869715,11029"
137,6870,1000,"-0.89404,6870"
137,11286,1000,"0.911062,11286"
137,7457,1000,"-0.919954,7457"
137,11031,1000,"0.950556,11031"
137,5811,1000,"-0.97384,5811"
137,11476,1000,"-0.997527,11476"
137,3697,1000,"-0.998888,3697"
